"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","SCHOOL NAME","SCHOOL SCORE","SCHOOL DISTANCE","DRIVE DISTANCE(KM)","DRIVE DURATION(MIN)","IS SENIOR"
"MLS Listing","","Condo/Co-op","2637 Villa Cortona Way","SAN JOSE","CA","95125","759000","3","2.5","SAN JOSE","1622","1030","2005","7","468","321","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/2637-Villa-Cortona-Way-95125/home/12178138","MLSListings","ML81674594","N","Y","37.2876822","-121.8722403","Canoas Elementary School","5","0.3","16.6","16","N"
"MLS Listing","","Single Family Residential","36 Marian Ln","SAN JOSE","CA","95127","650000","3","1.0","SAN JOSE","1357","7192","1947","7","479","","Active","","","http://www.redfin.com/CA/San-Jose/36-Marian-Ln-95127/home/1447916","MLSListings","ML81673666","N","Y","37.3707396","-121.8255621","Linda Vista Elementary School","5","0.5","18.4","18","N"
"New Construction Plan","","Single Family Residential","Plan 4","Morgan Hill","CA","95037","897692","4","3.5","Monterey Parque","2440","","","","368","","Active","","","http://www.redfin.com/CA/Morgan-Hill/Monterey-Parque/Plan-4/home/143079303","NewHomeSource.com","Plan-21411777","N","Y","37.137044","-121.660185","P. A. Walsh Elementary School","3","0.7","44.3","30","N"
"MLS Listing","","Single Family Residential","24 Maro Dr","SAN JOSE","CA","95127","775000","3","2.0","SAN JOSE","2627","7668","1920","7","295","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/24-Maro-Dr-95127/home/1719089","MLSListings","ML81674567","N","Y","37.3720456","-121.8244081","Linda Vista Elementary School","5","0.4","18.5","19","N"
"MLS Listing","","Single Family Residential","1811 Everglade Ave","SAN JOSE","CA","95122","529950","3","1.0","SAN JOSE","960","5150","1959","8","552","","Active","","","http://www.redfin.com/CA/San-Jose/1811-Everglade-Ave-95122/home/1266655","MLSListings","ML81674533","N","Y","37.3382564","-121.8377942","A. J. Dorsa Elementary School","4","0.1","15.2","15","N"
"MLS Listing","","Condo/Co-op","2453 Jubilee Ln","SAN JOSE","CA","95131","569999","2","2.0","SAN JOSE","966","1771","1990","8","590","280","Active","","","http://www.redfin.com/CA/San-Jose/2453-Jubilee-Ln-95131/home/1080191","MLSListings","ML81674520","N","Y","37.402125","-121.885508","Northwood Elementary School","10","0.5","10.5","18","N"
"MLS Listing","","Condo/Co-op","1375 Lick Ave #923","SAN JOSE","CA","95110","499000","1","1.0","SAN JOSE","820","1394","2009","8","609","450","Active","","","http://www.redfin.com/CA/San-Jose/1375-Lick-Ave-95110/unit-923/home/17288363","MLSListings","ML81674519","N","Y","37.311469","-121.8823991","Hammer Montessori At Galarza Elementary School","9","0.6","14.2","14","N"
"MLS Listing","","Single Family Residential","5696 Venado Ct","SAN JOSE","CA","95123","858000","4","2.5","SAN JOSE","2186","9750","1966","8","392","","Active","September-2-2017 01:00 PM","September-2-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/5696-Venado-Ct-95123/home/1490272","MLSListings","ML81674511","N","Y","37.2501306","-121.8107122","Anderson (alex) Elementary School","5","0.2","26.6","21","N"
"MLS Listing","","Single Family Residential","305 Hazen St","MILPITAS","CA","95035","775000","3","1.5","MILPITAS","1064","5978","1955","8","728","","Active","","","http://www.redfin.com/CA/Milpitas/305-Hazen-St-95035/home/1620759","MLSListings","ML81674506","N","Y","37.4561254","-121.9057949","Joseph Weller Elementary School","8","0.2","19.8","19","N"
"MLS Listing","","Townhouse","711 Duncanville Ct","CAMPBELL","CA","95008","899000","2","2.5","CAMPBELL","1727","1080","1978","8","521","412","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Campbell/711-Duncanville-Ct-95008/home/1452392","MLSListings","ML81672059","N","Y","37.285795","-121.936869","Bagby Elementary School","8","1.0","12.3","20","N"
"MLS Listing","","Condo/Co-op","739 Modern Ice Dr","SAN JOSE","CA","95112","678888","2","2.5","SAN JOSE","1288","1525","2009","8","527","210","Active","","","http://www.redfin.com/CA/San-Jose/739-Modern-Ice-Dr-95112/home/40175635","MLSListings","ML81674496","N","Y","37.362251","-121.890153","Walter L. Bachrodt Elementary School","4","1.3","9.4","11","N"
"MLS Listing","","Condo/Co-op","2303 Mclaughlin","San Jose","CA","95122","499500","2","2.0","San Jose","912","912","1984","8","548","300","Active","","","http://www.redfin.com/CA/San-Jose/2303-McLaughlin-Ave-95122/home/1569591","EBRD/CCAR/Bay East","40793735","N","Y","37.316442","-121.838137","Stonegate Elementary School","7","0.5","17.6","16","N"
"MLS Listing","","Single Family Residential","1569 Four Oaks Rd","SAN JOSE","CA","95131","858000","3","2.5","SAN JOSE","1272","4209","1989","8","675","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1569-4-Oaks-Rd-95131/home/1010905","MLSListings","ML81674476","N","Y","37.3927121","-121.8753557","Brooktree Elementary School","7","0.4","21.3","16","N"
"MLS Listing","","Single Family Residential","1351 Cliffwood Dr","SAN JOSE","CA","95122","550000","3","1.0","SAN JOSE","960","5000","1959","8","573","","Active","","","http://www.redfin.com/CA/San-Jose/1351-Cliffwood-Dr-95122/home/891472","MLSListings","ML81674453","N","Y","37.3374775","-121.8376285","A. J. Dorsa Elementary School","4","0.2","15.3","16","N"
"MLS Listing","","Single Family Residential","2050 Sierra Wood Dr","SAN JOSE","CA","95132","849000","3","1.5","SAN JOSE","1400","6099","1964","8","606","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/2050-Sierra-Wood-Dr-95132/home/906111","MLSListings","ML81674452","N","Y","37.4085063","-121.8791338","Northwood Elementary School","10","0.1","11.5","20","N"
"For-Sale-by-Owner Listing","","Single Family Residential","3 Esfahan Dr","San Jose","CA","95111","825000","3","3.5","San Jose","1953","","2016","8","422","","Active","","","http://www.redfin.com/CA/San-Jose/3-Esfahan-Dr-95111/unit-1/home/108497756","ForSaleByOwner.com","24156486","N","Y","37.2932367","-121.8522429","Shirakawa (george, Senior.) Elementary School","8","1.5","19.4","21","N"
"MLS Listing","","Single Family Residential","7197 Via Carmela","SAN JOSE","CA","95139","799000","3","2.0","SAN JOSE","1271","6120","1977","8","629","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/7197-Via-Carmela-95139/home/1157367","MLSListings","ML81674440","N","Y","37.2303236","-121.7663646","Los Paseos Elementary School","7","0.3","29.5","23","N"
"MLS Listing","","Condo/Co-op","1089 Alta Mira Dr Unit B","SANTA CLARA","CA","95051","649000","2","2.0","SANTA CLARA","1012","1768","1971","8","641","420","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/Santa-Clara/1089-Alta-Mira-Dr-95051/unit-B/home/1395180","MLSListings","ML81674434","N","Y","37.346454","-121.99443","Pomeroy Elementary School","6","0.4","5.6","11","N"
"MLS Listing","","Condo/Co-op","280 Easy St #406","MOUNTAIN VIEW","CA","94043","749000","2","1.0","MOUNTAIN VIEW","894","2050","1964","8","838","362","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/Mountain-View/280-Easy-St-94043/unit-406/home/1561759","MLSListings","ML81674419","N","Y","37.3977731","-122.0669526","Edith Landels Elementary School","8","0.7","12.8","13","N"
"MLS Listing","","Single Family Residential","1031 Viognier Way","GILROY","CA","95020","792400","3","2.5","GILROY","2510","4050","2017","8","316","175","Active","","","http://www.redfin.com/CA/Gilroy/1031-Viognier-Way-95020/home/143319864","MLSListings","ML81674416","N","Y","36.9884442","-121.5828011","Las Animas Elementary School","7","0.2","65.4","42","N"
"MLS Listing","","Single Family Residential","1371 Cedar Ct","GILROY","CA","95020","698000","4","3.0","GILROY","1995","15400","1971","8","350","","Active","","","http://www.redfin.com/CA/Gilroy/1371-Cedar-Ct-95020/home/1054974","MLSListings","ML81674415","N","Y","37.0093265","-121.5962084","El Roble Elementary School","5","0.6","61.7","43","N"
"MLS Listing","","Single Family Residential","464 Crosslees Dr","SAN JOSE","CA","95111","799999","3","2.0","SAN JOSE","1358","6000","1973","8","589","","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/San-Jose/464-Crosslees-Dr-95111/home/1480989","MLSListings","ML81674404","N","Y","37.2645365","-121.7992033","Santa Teresa Elementary School","9","2.1","25.6","19","N"
"MLS Listing","","Townhouse","1629 Teresa Marie Ter","MILPITAS","CA","95035","699000","2","2.5","MILPITAS","1165","557","1992","9","600","170","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Milpitas/1629-Teresa-Marie-Ter-95035/home/1429668","MLSListings","ML81674373","N","Y","37.4526667","-121.9175163","Marshall Pomeroy Elementary School","9","0.8","19.4","19","N"
"MLS Listing","","Townhouse","685 Modern Ice Dr","SAN JOSE","CA","95112","684900","3","2.0","SAN JOSE","1150","1270","2007","9","596","210","Active","","","http://www.redfin.com/CA/San-Jose/Modern-Ice-Dr-95112/home/17290397","MLSListings","ML81674367","N","Y","37.361548","-121.890688","Walter L. Bachrodt Elementary School","4","1.2","9.4","11","N"
"MLS Listing","","Condo/Co-op","16933 Sorrel Way","MORGAN HILL","CA","95037","475500","2","2.0","MORGAN HILL","1104","1134","1987","9","431","365","Active","","","http://www.redfin.com/CA/Morgan-Hill/16933-Sorrel-Way-95037/home/1027993","MLSListings","ML81674357","N","Y","37.139301","-121.610943","Jackson Academy of Music And Math (jamm)","8","0.3","46.6","32","N"
"MLS Listing","","Single Family Residential","565 Macarthur Ave","SAN JOSE","CA","95128","838888","2","1.0","SAN JOSE","1092","6300","1946","9","768","","Active","","","http://www.redfin.com/CA/San-Jose/565-Mac-Arthur-Ave-95128/home/721876","MLSListings","ML81673566","N","Y","37.3186687","-121.9358862","Lynhaven Elementary School","5","1.4","9.2","14","N"
"MLS Listing","","Townhouse","18528 Garnet Ln","MORGAN HILL","CA","95037","699000","4","3.5","MORGAN HILL","1929","1650","2014","9","362","307","Active","","","http://www.redfin.com/CA/Morgan-Hill/18528-Garnet-Ln-95037/home/23047039","MLSListings","ML81674345","N","Y","37.144848","-121.663524","El Toro Elementary School","5","1.0","43.2","30","N"
"MLS Listing","","Single Family Residential","44 Granada St","MORGAN HILL","CA","95037","897692","4","3.5","MORGAN HILL","2440","2378","2017","9","368","188","Active","","","http://www.redfin.com/CA/MORGAN-HILL/44-Granada-St-95037/home/143313606","MLSListings","ML81674341","N","Y","37.1305012","-121.6543901","","","","45.2","32","N"
"MLS Listing","","Condo/Co-op","1017 Foxchase Dr","SAN JOSE","CA","95123","519000","2","1.0","SAN JOSE","1021","1021","1983","9","508","458","Active","","","http://www.redfin.com/CA/San-Jose/1017-Foxchase-Dr-95123/home/1741803","MLSListings","ML81674331","N","Y","37.252724","-121.874617","Terrell Elementary School","6","1.3","22.0","17","N"
"MLS Listing","","Townhouse","17975 Madrid Ln","MORGAN HILL","CA","95037","701570","4","4.0","MORGAN HILL","2086","2134","2017","9","336","293","Active","","","http://www.redfin.com/CA/MORGAN-HILL/17975-Madrid-Ln-95037/home/143313269","MLSListings","ML81674328","N","Y","37.1305012","-121.6543901","","","","45.2","32","N"
"MLS Listing","","Condo/Co-op","175 Del Monte Ln","MORGAN HILL","CA","95037","550000","2","2.0","MORGAN HILL","1365","2450","1986","9","403","410","Active","August-26-2017 01:30 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Morgan-Hill/175-Del-Monte-Ln-95037/home/1512738","MLSListings","ML81674316","N","Y","37.13397","-121.662751","P. A. Walsh Elementary School","3","0.5","45.1","32","N"
"MLS Listing","","Single Family Residential","12660 Sheree Ct","SAN JOSE","CA","95127","799950","4","2.0","SAN JOSE","1489","9464","1957","9","537","","Active","","","http://www.redfin.com/CA/San-Jose/12660-Sheree-Ct-95127/home/891130","MLSListings","ML81674307","Y","Y","37.3927493","-121.8318874","Noble Elementary School","9","0.4","16.2","22","N"
"MLS Listing","","Single Family Residential","1061 Viognier Way","GILROY","CA","95020","806700","3","2.5","GILROY","2510","4949","2017","9","321","175","Active","","","http://www.redfin.com/CA/Gilroy/1061-Viognier-Way-95020/home/143312504","MLSListings","ML81674300","N","Y","36.9884442","-121.5828011","Las Animas Elementary School","7","0.2","65.4","42","N"
"MLS Listing","","Single Family Residential","872 Foxworthy Ave","SAN JOSE","CA","95125","849000","3","2.5","SAN JOSE","1489","1350","2003","9","570","92","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/872-Foxworthy-Ave-95125/home/1510562","MLSListings","ML81674283","N","Y","37.2779775","-121.8763636","Canoas Elementary School","5","0.4","19.7","18","N"
"MLS Listing","","Single Family Residential","10271 Shoreham Ct","SAN JOSE","CA","95127","649900","3","1.0","SAN JOSE","1060","6150","1952","9","613","","Active","","","http://www.redfin.com/CA/San-Jose/10271-Shoreham-Ct-95127/home/887215","MLSListings","ML81674262","N","Y","37.3550732","-121.8282445","Lyndale Elementary School","4","0.4","17.5","17","N"
"MLS Listing","","Single Family Residential","279 S 24th St","SAN JOSE","CA","95116","527000","2","1.0","SAN JOSE","690","4810","1926","9","764","","Active","","","http://www.redfin.com/CA/San-Jose/279-S-24th-St-95116/home/1284180","MLSListings","ML81673234","N","Y","37.3425968","-121.8637281","Selma Olinder Elementary School","2","0.4","13.4","14","N"
"MLS Listing","","Single Family Residential","7945 Spanish Oak Cir","GILROY","CA","95020","649777","3","2.5","GILROY","1890","1746","2010","9","344","180","Active","","","http://www.redfin.com/CA/Gilroy/7945-Spanish-Oak-Cir-95020/home/17291712","MLSListings","ML81674253","N","Y","37.011826","-121.5979012","El Roble Elementary School","5","0.7","61.9","44","N"
"MLS Listing","","Condo/Co-op","1777 Lafayette St #207","SANTA CLARA","CA","95050","658888","3","1.0","SANTA CLARA","1425","1691","2000","9","462","525","Active","","","http://www.redfin.com/CA/Santa-Clara/1777-Lafayette-St-95050/unit-207/home/1800034","MLSListings","ML81674252","N","Y","37.3571339","-121.9462643","Scott Lane Elementary School","3","0.7","2.8","6","N"
"MLS Listing","","Condo/Co-op","144 S 3rd St #152","SAN JOSE","CA","95112","729000","2","2.5","SAN JOSE","1488","744","1997","9","490","548","Active","","","http://www.redfin.com/CA/San-Jose/144-S-3rd-St-95112/unit-152/home/875073","MLSListings","ML81674236","N","Y","37.3339721","-121.8857869","Horace Mann Elementary School","3","0.4","11.8","15","N"
"MLS Listing","","Single Family Residential","58 Palmwell Way","SAN JOSE","CA","95138","799000","4","3.0","SAN JOSE","1521","5000","1981","9","525","","Active","","","http://www.redfin.com/CA/San-Jose/58-Palmwell-Way-95138/home/1053660","MLSListings","ML81674235","N","Y","37.2467607","-121.7849324","Glider Elementary School","8","2.3","27.1","20","N"
"MLS Listing","","Single Family Residential","5879 Tandera Ave","SAN JOSE","CA","95123","798888","4","2.0","SAN JOSE","1342","6300","1972","9","595","","Active","August-25-2017 04:00 PM","August-25-2017 07:00 PM","http://www.redfin.com/CA/San-Jose/5879-Tandera-Ave-95123/home/1237582","MLSListings","ML81674228","N","Y","37.242966","-121.8544005","Allen At Steinbeck School","5","0.3","22.2","20","N"
"MLS Listing","","Single Family Residential","2630 Alderwood Dr","SAN JOSE","CA","95132","869999","3","2.0","SAN JOSE","1165","6099","1964","9","747","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/2630-Alderwood-Dr-95132/home/1149154","MLSListings","ML81674227","N","Y","37.406365","-121.883668","Northwood Elementary School","10","0.2","11.0","18","N"
"MLS Listing","","Condo/Co-op","209 Red Oak Dr Unit Q","SUNNYVALE","CA","94086","699000","2","1.0","SUNNYVALE","926","1440","1971","9","755","405","Active","August-26-2017 12:00 PM","August-26-2017 05:00 PM","http://www.redfin.com/CA/Sunnyvale/209-Red-Oak-Dr-94086/unit-Q/home/113801270","MLSListings","ML81674213","N","Y","37.3703456","-122.0099701","Braly Elementary School","7","0.6","7.0","9","N"
"MLS Listing","","Single Family Residential","10331 Beeman Dr","SAN JOSE","CA","95127","699000","4","3.0","SAN JOSE","1638","5640","1956","10","427","","Active","August-26-2017 12:00 PM","August-26-2017 03:00 PM","http://www.redfin.com/CA/San-Jose/10331-Beeman-Dr-95127/home/1663699","MLSListings","ML81674188","N","Y","37.3540478","-121.812216","Mt. Pleasant High School","6","0.6","19.1","20","N"
"MLS Listing","","Single Family Residential","16875 San Simeon Dr","MORGAN HILL","CA","95037","825000","4","2.5","MORGAN HILL","2162","4647","2012","10","382","100","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Morgan-Hill/16875-San-Simeon-Dr-95037/home/52672737","MLSListings","ML81674185","N","Y","37.1278095","-121.6423304","Barrett Elementary School","5","0.7","45.7","30","N"
"MLS Listing","","Condo/Co-op","1101 S Main St #109","MILPITAS","CA","95035","459888","1","1.0","MILPITAS","713","435","2007","10","645","432","Active","","","http://www.redfin.com/CA/Milpitas/1101-S-Main-St-95035/unit-109/home/17288713","MLSListings","ML81674170","N","Y","37.413869","-121.9029015","Pearl Zanker Elementary School","8","0.5","9.8","15","N"
"MLS Listing","","Single Family Residential","5723 Indian Ave","SAN JOSE","CA","95123","849000","4","2.0","SAN JOSE","1516","6300","1962","10","560","","Active","","","http://www.redfin.com/CA/San-Jose/5723-Indian-Ave-95123/home/1649810","MLSListings","ML81674112","N","Y","37.247033","-121.841733","Frost (earl) Elementary School","6","0.3","23.4","19","N"
"MLS Listing","","Single Family Residential","515 Chestnut Ave","MILPITAS","CA","95035","898000","3","2.0","MILPITAS","1253","6000","1960","10","717","","Active","August-26-2017 01:30 AM","August-26-2017 04:30 PM","http://www.redfin.com/CA/Milpitas/515-Chestnut-Ave-95035/home/1314061","MLSListings","ML81674110","N","Y","37.4388721","-121.9172306","Anthony Spangler Elementary School","8","0.6","16.5","17","N"
"MLS Listing","","Single Family Residential","1371 Kilchoan Ct","SAN JOSE","CA","95122","679888","3","2.0","SAN JOSE","1111","6370","1964","10","612","","Active","","","http://www.redfin.com/CA/San-Jose/1371-Kilchoan-Ct-95122/home/877334","MLSListings","ML81674108","N","Y","37.3260741","-121.8410689","Jeanne R. Meadows Elementary School","7","0.4","16.6","16","N"
"MLS Listing","","Condo/Co-op","946 Kiely Blvd Unit C","SANTA CLARA","CA","95051","559950","2","2.0","SANTA CLARA","956","1020","1971","10","586","480","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Santa-Clara/946-Kiely-Blvd-95051/unit-C/home/1190416","MLSListings","ML81674099","N","Y","37.3429519","-121.979747","Juan Cabrillo Middle School","6","1.2","4.3","9","N"
"MLS Listing","","Single Family Residential","353 Vaughn Ave","San Jose","CA","95128","898000","2","2.0","San Jose","1069","4000","1915","10","840","","Active","","","http://www.redfin.com/CA/San-Jose/353-Vaughn-Ave-95128/home/1262516","EBRD/CCAR/Bay East","40793379","N","Y","37.3224323","-121.930525","Luther Burbank Elementary School","5","0.2","7.2","15","N"
"MLS Listing","","Townhouse","1766 Piedmont Rd","SAN JOSE","CA","95132","599900","3","1.5","SAN JOSE","1176","760","1975","10","510","225","Active","","","http://www.redfin.com/CA/San-Jose/1766-Piedmont-Rd-95132/home/976805","MLSListings","ML81674031","N","Y","37.412163","-121.853567","Majestic Way Elementary School","9","0.3","13.8","23","N"
"MLS Listing","","Single Family Residential","17741 Comanche Trl","LOS GATOS","CA","95033","550000","2","1.0","LOS GATOS","549","3956","1935","11","1002","159","Active","","","http://www.redfin.com/CA/Los-Gatos/17741-Comanche-Trl-95033/home/916663","MLSListings","ML81674021","N","Y","37.163469","-121.980804","Loma Prieta Elementary School","10","3.3","35.3","27","N"
"MLS Listing","","Single Family Residential","497 Coakley Dr","SAN JOSE","CA","95117","900000","3","1.5","SAN JOSE","1502","6840","1955","11","599","","Active","","","http://www.redfin.com/CA/San-Jose/497-Coakley-Dr-95117/home/1324723","MLSListings","ML81673985","N","Y","37.318627","-121.9635638","Lynhaven Elementary School","5","0.6","6.9","12","N"
"MLS Listing","","Single Family Residential","1350 Sharp Ave","CAMPBELL","CA","95008","899000","3","1.0","CAMPBELL","900","9500","1955","11","999","","Active","","","http://www.redfin.com/CA/Campbell/1350-Sharp-Ave-95008/home/1299364","MLSListings","ML81673964","N","Y","37.2676025","-121.9434507","Farnham Charter School","8","0.5","21.8","19","N"
"MLS Listing","","Condo/Co-op","131 Union Ave Unit H","CAMPBELL","CA","95008","735000","2","2.0","CAMPBELL","1346","768","1983","11","546","372","Active","","","http://www.redfin.com/CA/Campbell/131-Union-Ave-95008/unit-H/home/1151782","MLSListings","ML81673956","N","Y","37.2850814","-121.9359024","Bagby Elementary School","8","0.9","12.3","20","N"
"MLS Listing","","Single Family Residential","460 Hannah St","SAN JOSE","CA","95126","875000","4","2.0","SAN JOSE","1587","4800","2002","11","551","","Active","","","http://www.redfin.com/CA/San-Jose/460-Hannah-St-95126/home/1642733","MLSListings","ML81673939","N","Y","37.3208014","-121.9019332","Gardner Elementary School","2","0.3","12.6","14","N"
"MLS Listing","","Single Family Residential","237 Carlyle Ct","GILROY","CA","95020","549000","3","1.0","GILROY","1123","4400","1972","11","489","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Gilroy/237-Carlyle-Ct-95020/home/1023126","MLSListings","ML81673935","N","Y","37.0247462","-121.5805834","Antonio Del Buono Elementary School","5","0.5","59.1","39","N"
"MLS Listing","","Single Family Residential","2743 Custer Dr","SAN JOSE","CA","95124","899950","3","2.0","SAN JOSE","1320","7315","1954","11","682","","Active","","","http://www.redfin.com/CA/San-Jose/2743-Custer-Dr-95124/home/1607094","MLSListings","ML81673906","N","Y","37.2719203","-121.9182522","Fammatre Elementary School","8","0.3","19.6","21","N"
"MLS Listing","","Single Family Residential","1851 Pine Hollow Cir","SAN JOSE","CA","95133","889000","4","3.0","SAN JOSE","1553","5000","1980","11","572","","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1851-Pine-Hollow-Cir-95133/home/623149","MLSListings","ML81673891","N","Y","37.3691189","-121.8644971","Millard McCollam Elementary School","7","1.9","12.8","16","N"
"MLS Listing","","Single Family Residential","5399 Garrison Cir","SAN JOSE","CA","95123","758000","3","2.0","SAN JOSE","1399","4950","1977","12","542","","Active","","","http://www.redfin.com/CA/San-Jose/5399-Garrison-Cir-95123/home/1243569","MLSListings","ML81673869","N","Y","37.2566252","-121.8090761","Anderson (alex) Elementary School","5","0.7","26.5","20","N"
"MLS Listing","","Single Family Residential","3542 Verdi Dr","San Jose","CA","95111","649950","4","2.0","Coyote Creek","1241","5000","1959","12","524","","Active","","","http://www.redfin.com/CA/San-Jose/3542-Verdi-Dr-95111/home/1662204","EBRD/CCAR/Bay East","40793206","N","Y","37.2893709","-121.8267587","G. W. Hellyer Elementary School","8","0.4","21.8","18","N"
"MLS Listing","","Single Family Residential","1674 Midfield Ave","SAN JOSE","CA","95122","675000","3","1.0","SAN JOSE","960","5000","1959","14","703","","Active","","","http://www.redfin.com/CA/San-Jose/1674-Midfield-Ave-95122/home/1863173","MLSListings","ML81673768","N","Y","37.3295155","-121.8407601","O. S. Hubbard Elementary School","5","0.1","15.6","15","N"
"MLS Listing","","Single Family Residential","7621 Forest St","GILROY","CA","95020","575000","3","2.0","GILROY","1200","7300","2017","14","479","","Active","","","http://www.redfin.com/CA/Gilroy/7621-Forest-St-95020/home/1448629","MLSListings","ML81673758","N","Y","37.011123","-121.566821","Eliot Elementary School","4","0.4","60.0","39","N"
"MLS Listing","","Townhouse","3366 Napoli Pl","SAN JOSE","CA","95135","850000","2","2.5","SAN JOSE","1482","2100","2004","14","574","179","Active","August-26-2017 01:00 PM","August-26-2017 05:00 PM","http://www.redfin.com/CA/San-Jose/3366-Napoli-Pl-95135/home/645679","MLSListings","ML81673216","N","Y","37.317129","-121.765022","Tom Matsumoto Elementary School","10","0.4","24.1","25","N"
"MLS Listing","","Condo/Co-op","2126 Rio Barranca Ct","SAN JOSE","CA","95116","479900","3","1.5","SAN JOSE","1180","851","1971","14","407","235","Active","","","http://www.redfin.com/CA/San-Jose/2126-Rio-Barranca-Ct-95116/home/1099823","MLSListings","ML81673726","N","Y","37.361446","-121.852164","San Antonio Elementary School","4","0.8","13.3","15","N"
"MLS Listing","","Single Family Residential","4990 Narvaez Ave","SAN JOSE","CA","95136","820000","4","2.0","SAN JOSE","1490","6000","1976","14","550","","Active","August-27-2017 01:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/4990-Narvaez-Ave-95136/home/1346935","MLSListings","ML81673683","N","Y","37.2646932","-121.8550548","Rachel Carson Elementary School","8","0.3","19.5","17","N"
"MLS Listing","","Single Family Residential","237 Rayos Del Sol Dr","SAN JOSE","CA","95116","739000","3","2.5","SAN JOSE","2041","3003","2006","14","362","108","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/237-Rayos-Del-Sol-Dr-95116/home/12180662","MLSListings","ML81673641","N","Y","37.3447646","-121.8581954","McKinley Elementary School","3","0.5","13.3","14","N"
"MLS Listing","","Condo/Co-op","1375 Lick Ave #1121","SAN JOSE","CA","95110","849950","2","2.0","SAN JOSE","1233","1509","2009","14","689","458","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1375-Lick-Ave-95110/unit-1121/home/17288941","MLSListings","ML81673644","N","Y","37.311469","-121.8823991","Hammer Montessori At Galarza Elementary School","9","0.6","14.2","14","N"
"MLS Listing","","Condo/Co-op","155 Del Monte Ln","MORGAN HILL","CA","95037","555000","2","2.0","MORGAN HILL","1365","2450","1986","14","407","410","Active","","","http://www.redfin.com/CA/Morgan-Hill/155-Del-Monte-Ln-95037/home/1014980","MLSListings","ML81673619","N","Y","37.134358","-121.66216","P. A. Walsh Elementary School","3","0.5","45.0","32","N"
"MLS Listing","","Single Family Residential","1413 Meadow Glen Way","SAN JOSE","CA","95121","847000","5","3.0","SAN JOSE","1936","6000","1974","14","438","","Active","","","http://www.redfin.com/CA/San-Jose/1413-Meadow-Glen-Way-95121/home/1618885","MLSListings","ML81673615","N","Y","37.2999501","-121.8126736","Dove Hill Elementary School","6","0.1","20.7","17","N"
"MLS Listing","","Single Family Residential","4085 Ambler Way","SAN JOSE","CA","95111","699999","3","2.0","SAN JOSE","1243","6000","1972","14","563","","Active","","","http://www.redfin.com/CA/San-Jose/4085-Ambler-Way-95111/home/896790","MLSListings","ML81672619","N","Y","37.2859302","-121.817866","G. W. Hellyer Elementary School","8","0.2","21.4","18","N"
"MLS Listing","","Single Family Residential","1760 Loyola Dr","SAN JOSE","CA","95122","570000","3","2.0","SAN JOSE","1040","5356","1959","15","548","","Active","","","http://www.redfin.com/CA/San-Jose/1760-Loyola-Dr-95122/home/1109493","MLSListings","ML81673579","N","Y","37.334486","-121.8349127","A. J. Dorsa Elementary School","4","0.4","15.6","16","N"
