"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","SCHOOL NAME","SCHOOL SCORE","SCHOOL DISTANCE","DRIVE DISTANCE(KM)","DRIVE DURATION(MIN)","IS SENIOR"
"MLS Listing","","Single Family Residential","742 Vinca Ct","GILROY","CA","95020","649000","4","2.0","GILROY","1552","6066","1997","2","418","","Active","August-26-2017 12:00 PM","August-26-2017 03:00 PM","http://www.redfin.com/CA/Gilroy/742-Vinca-Ct-95020/home/1059927","MLSListings","ML81675167","N","Y","36.9870178","-121.5743427","Las Animas Elementary School","7","0.4","64.9","41","N"
"MLS Listing","","Single Family Residential","954 Coyote Rd","SAN JOSE","CA","95111","749500","4","2.0","SAN JOSE","1457","6000","1973","2","514","","Active","August-25-2017 03:00 PM","August-25-2017 06:00 PM","http://www.redfin.com/CA/San-Jose/954-Coyote-Rd-95111/home/974129","MLSListings","ML81675152","N","Y","37.2638628","-121.7955484","Santa Teresa Elementary School","9","2.0","25.2","18","N"
"MLS Listing","","Single Family Residential","1940 Majestic Ct","SAN JOSE","CA","95132","899000","4","2.0","SAN JOSE","1598","6264","1971","2","563","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1940-Majestic-Ct-95132/home/1455123","MLSListings","ML81674800","Y","Y","37.4146815","-121.8559199","Majestic Way Elementary School","9","0.3","24.6","22","N"
"MLS Listing","","Single Family Residential","1735 Franck Ave","SANTA CLARA","CA","95051","899888","3","1.0","SANTA CLARA","1032","5656","1953","2","872","","Active","August-27-2017 02:00 PM","August-27-2017 05:00 PM","http://www.redfin.com/CA/Santa-Clara/1735-Franck-Ave-95051/home/674579","MLSListings","ML81675151","N","Y","37.3543662","-121.9699198","Bowers Elementary School","5","0.4","2.7","6","N"
"MLS Listing","","Condo/Co-op","3366 Methilhaven Ln","SAN JOSE","CA","95121","529000","3","1.0","SAN JOSE","991","2303","1976","2","534","348","Active","August-26-2017 01:00 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/San-Jose/3366-Methilhaven-Ln-95121/home/789677","MLSListings","ML81675141","N","Y","37.3084415","-121.8014005","John J. Montgomery Elementary School","5","0.1","20.3","18","N"
"MLS Listing","","Single Family Residential","7760 Driftwood Ter","GILROY","CA","95020","629000","3","2.0","GILROY","1503","7500","1963","2","418","","Active","August-26-2017 01:00 PM","August-26-2017 03:00 PM","http://www.redfin.com/CA/Gilroy/7760-Driftwood-Ter-95020/home/752622","MLSListings","ML81675137","N","Y","37.0091835","-121.5934193","El Roble Elementary School","5","0.5","61.6","43","N"
"MLS Listing","","Townhouse","103 Sapphire Ln","MORGAN HILL","CA","95037","685000","3","3.0","MORGAN HILL","1821","1292","2015","2","376","300","Active","","","http://www.redfin.com/CA/Morgan-Hill/103-Sapphire-Ln-95037/home/112869166","MLSListings","ML81674038","N","Y","37.1443663","-121.6626966","","","","43.4","30","N"
"MLS Listing","","Townhouse","1520 Marburg Way","SAN JOSE","CA","95133","720000","3","2.5","SAN JOSE","1663","1270","2006","2","433","275","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1520-Marburg-Way-95133/home/12181902","MLSListings","ML81675130","N","Y","37.356401","-121.867158","Anne Darling Elementary School","4","0.1","12.2","12","N"
"MLS Listing","","Townhouse","4647 Pinto River Ct","SAN JOSE","CA","95136","650000","4","2.5","SAN JOSE","1760","1848","1977","2","369","375","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/4647-Pinto-River-Ct-95136/home/1202907","MLSListings","ML81675125","N","Y","37.264202","-121.861213","Terrell Elementary School","6","0.6","20.3","19","N"
"MLS Listing","","Condo/Co-op","1550 Technology Dr #4003","SAN JOSE","CA","95110","499000","1","1.0","SAN JOSE","887","831","2005","2","563","428","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/San-Jose/1550-Technology-Dr-95110/unit-4003/home/2125241","MLSListings","ML81675119","N","Y","37.3635149","-121.9139854","Orchard Elementary School","7","1.9","7.2","9","N"
"MLS Listing","","Condo/Co-op","1921 Rock St #3","MOUNTAIN VIEW","CA","94043","819000","2","1.5","MOUNTAIN VIEW","972","486","1974","3","843","487","Active","August-26-2017 12:00 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/Mountain-View/1921-Rock-St-94043/unit-3/home/620483","MLSListings","ML81675111","N","Y","37.4120545","-122.0879395","Monta Loma Elementary School","7","0.6","13.6","12","N"
"MLS Listing","","Single Family Residential","2889 Agate Dr","Santa Clara","CA","95051","885000","3","1.5","Santa Clara","897","5940","1954","3","987","","Active","","","http://www.redfin.com/CA/Santa-Clara/2889-Agate-Dr-95051/home/1440407","CRMLS","SW17195037","N","Y","37.3700423","-121.9793498","Bracher Elementary School","8","0.3","3.0","7","N"
"MLS Listing","","Single Family Residential","2930 Tobin Dr","SAN JOSE","CA","95132","880000","3","1.5","SAN JOSE","1042","7200","1971","3","845","","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/San-Jose/2930-Tobin-Dr-95132/home/1123453","MLSListings","ML81675098","N","Y","37.4048087","-121.869472","Northwood Elementary School","10","0.7","11.9","21","N"
"MLS Listing","","Townhouse","1282 Tea Rose Cir","SAN JOSE","CA","95131","798000","2","2.5","SAN JOSE","1543","435","1993","3","517","243","Active","August-26-2017 12:00 PM","August-26-2017 05:00 PM","http://www.redfin.com/CA/San-Jose/1282-Tea-Rose-Cir-95131/home/1322877","MLSListings","ML81675090","N","Y","37.3870815","-121.8932832","Orchard Elementary School","7","0.5","9.6","15","N"
"MLS Listing","","Condo/Co-op","4716 Capay Dr #3","SAN JOSE","CA","95118","468000","2","1.0","SAN JOSE","903","6313","1970","3","518","319","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/4716-Capay-Dr-95118/unit-3/home/555802","MLSListings","ML81675083","N","Y","37.2590743","-121.8884699","Almaden Elementary School","4","0.6","20.7","21","N"
"MLS Listing","","Single Family Residential","7490 Santa Theresa Dr","GILROY","CA","95020","663999","3","2.0","GILROY","1540","7950","1978","3","431","","Active","August-25-2017 11:00 AM","August-25-2017 04:00 PM","http://www.redfin.com/CA/Gilroy/Undisclosed-address-95020/home/1024738","MLSListings","ML81675076","N","Y","37.0045375","-121.5836887","El Roble Elementary School","5","0.3","61.7","43","N"
"MLS Listing","","Condo/Co-op","2581 Alveswood Cir","SAN JOSE","CA","95131","558000","2","2.0","SAN JOSE","1178","805","1989","3","474","588","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/2581-Alveswood-Cir-95131/home/1641734","MLSListings","ML81675074","N","Y","37.4031329","-121.883723","Northwood Elementary School","10","0.4","10.5","17","N"
"MLS Listing","","Single Family Residential","5964 Indian Ave","SAN JOSE","CA","95123","898000","5","3.0","SAN JOSE","2074","6000","1968","3","433","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/5964-Indian-Ave-95123/home/1241066","MLSListings","ML81675070","N","Y","37.2398534","-121.8440263","Sakamoto Elementary School","8","0.7","24.4","20","N"
"MLS Listing","","Condo/Co-op","1128 Kayellen Ct","SAN JOSE","CA","95125","759000","2","2.5","SAN JOSE","1338","1200","1985","3","567","500","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1128-Kayellen-Ct-95125/home/1067230","MLSListings","ML81675066","N","Y","37.3126488","-121.8912086","Willow Glen Elementary School","8","0.8","14.4","13","N"
"MLS Listing","","Condo/Co-op","20790 4th St #7","SARATOGA","CA","95070","879000","2","2.0","SARATOGA","1158","1158","1970","3","759","519","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/Saratoga/20790-4th-St-95070/unit-7/home/909789","MLSListings","ML81674545","Y","Y","37.2575305","-122.0374592","Saratoga Elementary School","10","0.2","29.0","25","N"
"MLS Listing","","Condo/Co-op","2255 Showers Dr #141","MOUNTAIN VIEW","CA","94040","869000","2","2.0","MOUNTAIN VIEW","980","980","1999","3","887","347","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/Mountain-View/2255-Showers-Dr-94040/unit-141/home/2121469","MLSListings","ML81675031","N","Y","37.4072721","-122.1080943","Covington Elementary School","10","2.5","16.6","18","N"
"MLS Listing","","Single Family Residential","1833 Bermuda Way #1833","SAN JOSE","CA","95122","620000","3","2.0","SAN JOSE","1283","5150","1965","3","483","","Active","","","http://www.redfin.com/CA/San-Jose/1833-Bermuda-Way-95122/unit-1833/home/143400246","MLSListings","ML81675027","N","Y","37.3313441","-121.8327533","Donald J. Meyer Elementary School","3","0.4","16.0","17","N"
"MLS Listing","","Condo/Co-op","7003 Rodling Dr Unit F","SAN JOSE","CA","95138","615000","3","3.0","SAN JOSE","1335","946","1992","3","461","305","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/San-Jose/7003-Rodling-Dr-95138/unit-F/home/1331921","MLSListings","ML81675019","N","Y","37.2345789","-121.766458","Los Paseos Elementary School","7","0.5","28.3","20","N"
"MLS Listing","","Condo/Co-op","2250 Monroe St #206","SANTA CLARA","CA","95050","480000","1","1.0","SANTA CLARA","716","716","1987","3","670","370","Active","August-27-2017 01:30 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/Santa-Clara/2250-Monroe-St-95050/unit-206/home/1053858","MLSListings","ML81675014","N","Y","37.3620091","-121.9637889","Scott Lane Elementary School","3","0.4","1.4","4","N"
"MLS Listing","","Condo/Co-op","1037 Scotia Ter #201","SUNNYVALE","CA","94089","779000","2","2.0","SUNNYVALE","1120","1722","2008","3","696","420","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Sunnyvale/1037-Scotia-Ter-94089/unit-201/home/17909088","MLSListings","ML81675001","N","Y","37.3998157","-122.0118495","Lakewood Elementary School","4","0.5","7.0","8","N"
"MLS Listing","","Single Family Residential","945 Cinnabar St","SAN JOSE","CA","95126","639000","2","1.0","SAN JOSE","1160","2945","1905","3","551","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/945-Cinnabar-St-95126/home/1198425","MLSListings","ML81675004","N","Y","37.3345522","-121.9094204","Merritt Trace Elementary School","5","0.9","7.8","15","N"
"MLS Listing","","Townhouse","1413 Millich Ct","SAN JOSE","CA","95117","739000","2","2.0","SAN JOSE","1056","1344","1972","3","700","250","Active","August-25-2017 05:00 PM","August-25-2017 07:00 PM","http://www.redfin.com/CA/San-Jose/1413-Millich-Ct-95117/home/1614739","MLSListings","ML81674986","N","Y","37.2991848","-121.9592305","George C. Payne Elementary School","9","0.5","8.9","13","N"
"MLS Listing","","Condo/Co-op","71 Roberts Rd #5","LOS GATOS","CA","95032","828000","2","2.0","LOS GATOS","1154","","1985","3","718","460","Active","August-26-2017 01:00 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/Los-Gatos/71-Roberts-Rd-95032/unit-5/home/1712478","MLSListings","ML81674976","Y","Y","37.2329719","-121.976665","Loma Prieta Elementary School","10","7.6","26.4","23","N"
"New Construction Plan","","Single Family Residential","Plan 3","Morgan Hill","CA","95037","701570","4","3.5","Monterey Parque","2086","","","","336","","Active","","","http://www.redfin.com/CA/Morgan-Hill/Monterey-Parque/Plan-3/home/142961127","NewHomeSource.com","Plan-21414369","N","Y","37.137215","-121.660196","El Toro Elementary School","5","0.6","44.2","30","N"
"MLS Listing","","Single Family Residential","1309 Dahlia Loop","SAN JOSE","CA","95126","898000","3","2.5","SAN JOSE","1367","1773","2006","3","657","185","Active","","","http://www.redfin.com/CA/San-Jose/1309-Dahlia-Loop-95126/home/17291921","MLSListings","ML81674965","N","Y","37.3487391","-121.9281056","Merritt Trace Elementary School","5","1.3","5.0","10","N"
"MLS Listing","","Condo/Co-op","1263 Westbury Dr","SAN JOSE","CA","95131","799999","3","2.5","SAN JOSE","1376","2276","2009","3","581","150","Active","August-26-2017 11:00 AM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1263-Westbury-Dr-95131/home/28894966","MLSListings","ML81674955","N","Y","37.395307","-121.902523","Orchard Elementary School","7","0.4","9.9","15","N"
"MLS Listing","","Single Family Residential","5830 Laguna Seca Way","SAN JOSE","CA","95123","860000","4","2.0","SAN JOSE","1516","6000","1963","3","567","","Active","","","http://www.redfin.com/CA/San-Jose/5830-Laguna-Seca-Way-95123/home/865819","MLSListings","ML81674953","N","Y","37.2440843","-121.8404102","Frost (earl) Elementary School","6","0.3","24.1","20","N"
"MLS Listing","","Condo/Co-op","1175 Foxchase Dr","SAN JOSE","CA","95123","498000","1","1.0","SAN JOSE","1021","","1984","4","488","458","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/San-Jose/1175-Foxchase-Dr-95123/home/1478020","MLSListings","ML81674943","N","Y","37.253502","-121.873313","Terrell Elementary School","6","1.2","22.2","18","N"
"MLS Listing","","Condo/Co-op","102 Cherry Wood Ct","LOS GATOS","CA","95032","860000","2","2.0","LOS GATOS","1461","2040","1972","4","589","358","Active","","","http://www.redfin.com/CA/Los-Gatos/102-Cherry-Wood-Ct-95032/home/1494567","MLSListings","ML81674934","N","Y","37.2630865","-121.9737474","Marshall Lane Elementary School","10","1.3","14.4","21","N"
"MLS Listing","","Single Family Residential","259 Vineyard Dr","SAN JOSE","CA","95119","789000","4","2.0","SAN JOSE","1308","6000","1970","4","603","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/259-Vineyard-Dr-95119/home/1008432","MLSListings","ML81673103","N","Y","37.2273061","-121.7868565","Baldwin (julia) Elementary School","5","0.3","29.6","23","N"
"MLS Listing","","Single Family Residential","593 Orvis Ave","SAN JOSE","CA","95112","789000","2","2.0","SAN JOSE","960","4678","1912","4","822","","Active","August-26-2017 01:30 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/593-Orvis-Ave-95112/home/1038297","MLSListings","ML81674907","N","Y","37.3308438","-121.8701007","Lowell Elementary School","3","0.4","14.2","14","N"
"MLS Listing","","Single Family Residential","570 El Invierno Dr","GILROY","CA","95020","699999","4","2.0","GILROY","2032","6039","1998","4","344","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Gilroy/570-El-Invierno-Dr-95020/home/1334025","MLSListings","ML81674902","N","Y","37.0255692","-121.5861925","Antonio Del Buono Elementary School","5","0.4","58.9","39","N"
"MLS Listing","","Condo/Co-op","5506 Sean Cir #112","SAN JOSE","CA","95123","460000","2","1.0","SAN JOSE","997","3600","1979","4","461","393","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/5506-Sean-Cir-95123/unit-112/home/143393634","MLSListings","ML81674323","N","Y","37.252952","-121.828969","Del Roble Elementary School","5","0.5","23.6","20","N"
"MLS Listing","","Single Family Residential","2707 Valley Heights Dr","SAN JOSE","CA","95133","879888","4","2.0","SAN JOSE","1590","6240","1969","4","553","","Active","August-26-2017 12:00 PM","August-26-2017 03:00 PM","http://www.redfin.com/CA/San-Jose/2707-Valley-Heights-Dr-95133/home/602576","MLSListings","ML81674882","N","Y","37.378048","-121.84945","Toyon Elementary School","4","1.1","14.0","19","N"
"MLS Listing","","Condo/Co-op","3242 Kimber Ct #43","SAN JOSE","CA","95124","489000","2","1.0","SAN JOSE","886","1148","1977","4","552","315","Active","","","http://www.redfin.com/CA/San-Jose/3242-Kimber-Ct-95124/unit-43/home/973733","MLSListings","ML81674865","N","Y","37.264988","-121.921774","Sartorette Charter School","8","0.7","15.1","23","N"
"MLS Listing","","Townhouse","865 Carlisle Way #122","SUNNYVALE","CA","94087","895000","2","2.5","SUNNYVALE","1120","2200","2007","4","799","325","Active","August-26-2017 01:30 PM","August-26-2017 05:00 PM","http://www.redfin.com/CA/Sunnyvale/865-Carlisle-Way-94087/unit-122/home/17289117","MLSListings","ML81674857","N","Y","37.3491049","-122.0154838","Louis E. Stocklmeir Elementary School","10","0.8","7.2","15","N"
"MLS Listing","","Single Family Residential","15710 La Mar Ct","MORGAN HILL","CA","95037","899000","5","3.0","MORGAN HILL","2670","7490","1977","4","337","","Active","","","http://www.redfin.com/CA/Morgan-Hill/15710-La-Mar-Ct-95037/home/1409674","MLSListings","ML81674850","N","Y","37.107669","-121.643853","Paradise Valley/machado Elementary School","9","0.2","48.7","34","N"
"MLS Listing","","Condo/Co-op","835 Bing Dr #29","Santa Clara","CA","95051","499000","1","1.0","Santa Clara","735","770","1973","4","679","430","Active","August-26-2017 01:00 PM","August-26-2017 05:00 PM","http://www.redfin.com/CA/Santa-Clara/835-Bing-Dr-95051/unit-29/home/736417","EBRD/CCAR/Bay East","40794092","N","Y","37.338935","-121.9927074","Pomeroy Elementary School","6","0.7","5.8","11","N"
"MLS Listing","","Single Family Residential","2951 Vineyard Park Dr","SAN JOSE","CA","95148","859999","4","2.5","SAN JOSE","1955","3000","1998","4","440","94","Active","","","http://www.redfin.com/CA/San-Jose/2951-Vineyard-Park-Dr-95148/home/679478","MLSListings","ML81674837","N","Y","37.3264916","-121.7980023","Norwood Creek Elementary School","9","0.5","22.2","21","N"
"MLS Listing","","Single Family Residential","7289 Forsum Rd","SAN JOSE","CA","95138","899000","4","3.0","SAN JOSE","1827","4474","1992","4","492","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/7289-Forsum-Rd-95138/home/844224","MLSListings","ML81674835","N","Y","37.2347408","-121.76336","Los Paseos Elementary School","7","0.6","28.8","21","N"
"MLS Listing","","Condo/Co-op","443 Alberto Way Unit B215","LOS GATOS","CA","95032","599995","2","2.0","LOS GATOS","1076","","1978","4","558","475","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Los-Gatos/443-Alberto-Way-95032/unit-B215/home/586935","MLSListings","ML81674828","N","Y","37.228447","-121.972814","Loma Prieta Elementary School","10","7.3","26.4","20","Y"
"MLS Listing","","Single Family Residential","5048 Corte Verde Dr","SAN JOSE","CA","95111","799000","3","2.0","SAN JOSE","1531","6160","1978","5","522","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/Corte-Verde-Dr-95111/home/1188723","MLSListings","ML81674810","N","Y","37.2679363","-121.8158661","Glider Elementary School","8","2.5","24.5","21","N"
"MLS Listing","","Single Family Residential","983 Arapaho Dr","GILROY","CA","95020","548888","2","2.0","GILROY","920","4000","1997","5","597","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Gilroy/983-Arapaho-Dr-95020/home/1210179","MLSListings","ML81674197","N","Y","37.0302748","-121.5997296","Luigi Aprea Elementary School","8","0.4","59.2","40","N"
"MLS Listing","","Single Family Residential","260 S 18th St","SAN JOSE","CA","95116","785000","5","2.0","SAN JOSE","1733","5200","1910","5","453","","Active","","","http://www.redfin.com/CA/San-Jose/260-S-18th-St-95116/home/1617601","MLSListings","ML81674786","N","Y","37.340102","-121.868967","Selma Olinder Elementary School","2","0.3","13.9","15","N"
"MLS Listing","","Single Family Residential","1316 Norvella St","SAN JOSE","CA","95122","649950","3","2.0","SAN JOSE","1141","5300","1959","5","570","","Active","","","http://www.redfin.com/CA/San-Jose/1316-Norvella-St-95122/home/1677616","MLSListings","ML81674782","N","Y","37.342355","-121.8325869","A. J. Dorsa Elementary School","4","0.3","15.8","17","N"
"MLS Listing","","Townhouse","891 Beaver Creek Way","SAN JOSE","CA","95133","629000","3","1.5","SAN JOSE","1342","1540","1972","6","469","300","Active","","","http://www.redfin.com/CA/San-Jose/891-Beaver-Creek-Way-95133/home/1474165","MLSListings","ML81674743","N","Y","37.3777483","-121.8601582","Summerdale Elementary School","7","1.0","12.9","16","N"
"New Construction Plan","","Single Family Residential","Plan 2","Morgan Hill","CA","95037","661272","3","2.5","Monterey Parque","1817","","","","364","","Active","","","http://www.redfin.com/CA/Morgan-Hill/Monterey-Parque/Plan-2/home/142961128","NewHomeSource.com","Plan-21414368","N","Y","37.137215","-121.660196","El Toro Elementary School","5","0.6","44.2","30","N"
"MLS Listing","","Condo/Co-op","1860 Tradan Dr","SAN JOSE","CA","95132","499000","2","2.0","SAN JOSE","988","1888","1987","6","505","350","Active","","","http://www.redfin.com/CA/San-Jose/1860-Tradan-Dr-95132/home/1138987","MLSListings","ML81674739","N","Y","37.400027","-121.884587","Northwood Elementary School","10","0.6","22.6","18","N"
"MLS Listing","","Single Family Residential","1472 Mantelli Dr","GILROY","CA","95020","623000","3","2.0","GILROY","1102","7000","1973","7","565","","Active","","","http://www.redfin.com/CA/Gilroy/1472-Mantelli-Dr-95020/home/699604","MLSListings","ML81674721","N","Y","37.0203463","-121.6029963","Luigi Aprea Elementary School","8","0.3","60.1","40","N"
"MLS Listing","","Condo/Co-op","1101 S Main St #410","MILPITAS","CA","95035","599888","2","2.0","MILPITAS","977","435","2007","7","614","470","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Milpitas/1101-S-Main-St-95035/unit-410/home/17291448","MLSListings","ML81674714","N","Y","37.413869","-121.9029015","Pearl Zanker Elementary School","8","0.5","9.8","15","N"
"MLS Listing","","Single Family Residential","170 N White Rd","San Jose","CA","95127","649900","3","2.0","San Jose","1420","10660","1947","7","458","","Active","","","http://www.redfin.com/CA/San-Jose/170-N-White-Rd-95127/home/946412","EBRD/CCAR/Bay East","40793960","N","Y","37.370802","-121.8317747","Linda Vista Elementary School","5","0.7","19.2","18","N"
"MLS Listing","","Single Family Residential","1445 Blackwing Way","GILROY","CA","95020","745900","3","2.0","GILROY","2169","6300","1989","7","344","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Gilroy/1445-Blackwing-Way-95020/home/778177","MLSListings","ML81674267","N","Y","37.0291107","-121.6081557","Luigi Aprea Elementary School","8","0.4","60.1","41","N"
"MLS Listing","","Townhouse","313 Vista Roma Way","SAN JOSE","CA","95136","730000","3","2.5","SAN JOSE","1674","3032","2004","7","436","319","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/313-Vista-Roma-Way-95136/home/1525770","MLSListings","ML81674702","N","Y","37.2758146","-121.8474328","Shirakawa (george, Senior.) Elementary School","8","2.7","19.6","18","N"
"MLS Listing","","Condo/Co-op","2593 Yerba Bank Ct","SAN JOSE","CA","95121","630000","2","2.0","SAN JOSE","1065","754","1988","7","592","275","Active","","","http://www.redfin.com/CA/San-Jose/2593-Yerba-Bank-Ct-95121/home/1745480","MLSListings","ML81674695","N","Y","37.2996518","-121.7765322","Laurelwood Elementary School","7","0.2","23.6","21","N"
"MLS Listing","","Single Family Residential","3395 Oakwood Ct","MORGAN HILL","CA","95037","875000","4","3.0","MORGAN HILL","2332","19750","1977","7","375","33","Active","","","http://www.redfin.com/CA/Morgan-Hill/3395-Oakwood-Ct-95037/home/866778","MLSListings","ML81674690","N","Y","37.1376029","-121.5900114","Jackson Academy of Music And Math (jamm)","8","0.9","50.2","36","N"
"MLS Listing","","Condo/Co-op","126 Nogal Ln","MORGAN HILL","CA","95037","669990","3","2.0","MORGAN HILL","1521","","2017","7","440","191","Active","","","http://www.redfin.com/CA/MORGAN-HILL/126-NOGAL-LN-95037/home/143044009","MLSListings","ML81674686","N","Y","37.1305012","-121.6543901","","","","45.2","32","N"
"MLS Listing","","Townhouse","2843 Lavender Ter","SAN JOSE","CA","95111","625000","2","2.5","SAN JOSE","1405","1100","2008","7","445","233","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/San-Jose/2843-Lavender-Ter-95111/home/23043689","MLSListings","ML81674675","N","Y","37.2939016","-121.8443576","Franklin Elementary School","7","0.9","19.5","21","N"
"MLS Listing","","Single Family Residential","15190 Rosemar Ave","SAN JOSE","CA","95127","849000","3","2.0","SAN JOSE","1800","10500","1957","7","472","","Active","August-25-2017 05:00 PM","August-25-2017 07:00 PM","http://www.redfin.com/CA/San-Jose/15190-Rosemar-Ave-95127/home/948732","MLSListings","ML81674665","N","Y","37.3691246","-121.8053461","Mt. Pleasant High School","6","1.6","20.4","21","N"
"MLS Listing","","Single Family Residential","1418 CLIFFWOOD Dr","SAN JOSE","CA","95122","579000","3","1.0","SAN JOSE","960","5000","1959","7","603","","Active","","","http://www.redfin.com/CA/San-Jose/1418-Cliffwood-Dr-95122/home/1059153","MLSListings","ML81674637","N","Y","37.3370563","-121.8365366","A. J. Dorsa Elementary School","4","0.2","15.4","16","N"
"MLS Listing","","Single Family Residential","1205 Hillsdale Ave","SAN JOSE","CA","95118","798888","3","2.0","SAN JOSE","1176","5900","1956","7","679","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1205-Hillsdale-Ave-95118/home/1473363","MLSListings","ML81673997","N","Y","37.2748759","-121.8815386","Schallenberger Elementary School","8","0.5","18.4","18","N"
"MLS Listing","","Condo/Co-op","710 Cassaday Ct","SAN JOSE","CA","95136","480000","2","2.0","SAN JOSE","912","435","1988","7","526","515","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/710-Cassaday-Ct-95136/home/1385305","MLSListings","ML81674623","N","Y","37.273705","-121.859426","Rachel Carson Elementary School","8","0.4","19.7","18","N"
"MLS Listing","","Condo/Co-op","38 N Almaden Blvd #902","SAN JOSE","CA","95110","549000","1","1.0","SAN JOSE","655","164","2008","7","838","484","Active","","","http://www.redfin.com/CA/San-Jose/38-N-Almaden-Blvd-95110/unit-902/home/17288120","MLSListings","ML81674620","N","Y","37.3348273","-121.8957794","Horace Mann Elementary School","3","0.7","10.7","11","N"
"MLS Listing","","Single Family Residential","2740 Gay Ave","SAN JOSE","CA","95127","699888","2","1.0","SAN JOSE","918","7750","1954","7","762","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/2740-Gay-Ave-95127/home/1418616","MLSListings","ML81674614","N","Y","37.366969","-121.8388429","Anthony P. Russo Academy","6","0.2","18.3","16","N"
"MLS Listing","","Single Family Residential","3900 Maui Dr","SAN JOSE","CA","95111","775000","3","2.5","SAN JOSE","1623","4200","1988","7","478","","Active","August-26-2017 12:00 PM","August-26-2017 03:00 PM","http://www.redfin.com/CA/San-Jose/3900-Maui-Dr-95111/home/1186765","MLSListings","ML81674607","N","Y","37.2858682","-121.8222654","G. W. Hellyer Elementary School","8","0.1","21.5","18","N"
"MLS Listing","","Single Family Residential","1061 Palm St","SAN JOSE","CA","95110","680000","2","1.0","SAN JOSE","840","4720","1910","7","810","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1061-Palm-St-95110/home/1624018","MLSListings","ML81674602","N","Y","37.316462","-121.884635","Washington Elementary School","4","0.4","14.5","13","N"
