"URL","IS SENIOR","PRICE","HOA/MONTH","SCHOOL SCORE","SCHOOL DISTANCE","SCHOOL NAME","DRIVE DISTANCE(KM)","DRIVE DURATION(MIN)","DAYS ON MARKET","PROPERTY TYPE","CITY","LOCATION","ZIP","BEDS","BATHS","SQUARE FEET","YEAR BUILT","FAVORITE","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME"
"http://www.redfin.com/CA/Milpitas/1101-S-Main-St-95035/unit-109/home/17288713","N","459888","432","8","0.5","Pearl Zanker Elementary School","9.8","15","10","Condo/Co-op","MILPITAS","MILPITAS","95035","1","1.0","713","2007","N","",""
"http://www.redfin.com/CA/San-Jose/5723-Indian-Ave-95123/home/1649810","N","849000","","6","0.3","Frost (earl) Elementary School","23.4","19","10","Single Family Residential","SAN JOSE","SAN JOSE","95123","4","2.0","1516","1962","N","",""
"http://www.redfin.com/CA/Milpitas/515-Chestnut-Ave-95035/home/1314061","N","898000","","8","0.6","Anthony Spangler Elementary School","16.5","17","10","Single Family Residential","MILPITAS","MILPITAS","95035","3","2.0","1253","1960","N","August-26-2017 01:30 AM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/San-Jose/1371-Kilchoan-Ct-95122/home/877334","N","679888","","7","0.4","Jeanne R. Meadows Elementary School","16.6","16","10","Single Family Residential","SAN JOSE","SAN JOSE","95122","3","2.0","1111","1964","N","",""
"http://www.redfin.com/CA/Santa-Clara/946-Kiely-Blvd-95051/unit-C/home/1190416","N","559950","480","6","1.2","Juan Cabrillo Middle School","4.3","9","10","Condo/Co-op","SANTA CLARA","SANTA CLARA","95051","2","2.0","956","1971","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/353-Vaughn-Ave-95128/home/1262516","N","898000","","5","0.2","Luther Burbank Elementary School","7.2","15","10","Single Family Residential","San Jose","San Jose","95128","2","2.0","1069","1915","N","",""
"http://www.redfin.com/CA/San-Jose/1766-Piedmont-Rd-95132/home/976805","N","599900","225","9","0.3","Majestic Way Elementary School","13.8","23","10","Townhouse","SAN JOSE","SAN JOSE","95132","3","1.5","1176","1975","N","",""
"http://www.redfin.com/CA/Los-Gatos/17741-Comanche-Trl-95033/home/916663","N","550000","159","10","3.3","Loma Prieta Elementary School","35.3","27","11","Single Family Residential","LOS GATOS","LOS GATOS","95033","2","1.0","549","1935","N","",""
"http://www.redfin.com/CA/San-Jose/497-Coakley-Dr-95117/home/1324723","N","900000","","5","0.6","Lynhaven Elementary School","6.9","12","11","Single Family Residential","SAN JOSE","SAN JOSE","95117","3","1.5","1502","1955","N","",""
"http://www.redfin.com/CA/Campbell/1350-Sharp-Ave-95008/home/1299364","N","899000","","8","0.5","Farnham Charter School","21.8","19","11","Single Family Residential","CAMPBELL","CAMPBELL","95008","3","1.0","900","1955","N","",""
"http://www.redfin.com/CA/Campbell/131-Union-Ave-95008/unit-H/home/1151782","N","735000","372","8","0.9","Bagby Elementary School","12.3","20","11","Condo/Co-op","CAMPBELL","CAMPBELL","95008","2","2.0","1346","1983","N","",""
"http://www.redfin.com/CA/San-Jose/460-Hannah-St-95126/home/1642733","N","875000","","2","0.3","Gardner Elementary School","12.6","14","11","Single Family Residential","SAN JOSE","SAN JOSE","95126","4","2.0","1587","2002","N","",""
"http://www.redfin.com/CA/Gilroy/237-Carlyle-Ct-95020/home/1023126","N","549000","","5","0.5","Antonio Del Buono Elementary School","59.1","39","11","Single Family Residential","GILROY","GILROY","95020","3","1.0","1123","1972","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/2743-Custer-Dr-95124/home/1607094","N","899950","","8","0.3","Fammatre Elementary School","19.6","21","11","Single Family Residential","SAN JOSE","SAN JOSE","95124","3","2.0","1320","1954","N","",""
"http://www.redfin.com/CA/San-Jose/1851-Pine-Hollow-Cir-95133/home/623149","N","889000","","7","1.9","Millard McCollam Elementary School","12.8","16","11","Single Family Residential","SAN JOSE","SAN JOSE","95133","4","3.0","1553","1980","N","August-26-2017 02:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/5399-Garrison-Cir-95123/home/1243569","N","758000","","5","0.7","Anderson (alex) Elementary School","26.5","20","12","Single Family Residential","SAN JOSE","SAN JOSE","95123","3","2.0","1399","1977","N","",""
"http://www.redfin.com/CA/San-Jose/3542-Verdi-Dr-95111/home/1662204","N","649950","","8","0.4","G. W. Hellyer Elementary School","21.8","18","12","Single Family Residential","San Jose","Coyote Creek","95111","4","2.0","1241","1959","N","",""
"http://www.redfin.com/CA/San-Jose/1674-Midfield-Ave-95122/home/1863173","N","675000","","5","0.1","O. S. Hubbard Elementary School","15.6","15","14","Single Family Residential","SAN JOSE","SAN JOSE","95122","3","1.0","960","1959","N","",""
"http://www.redfin.com/CA/Gilroy/7621-Forest-St-95020/home/1448629","N","575000","","4","0.4","Eliot Elementary School","60.0","39","14","Single Family Residential","GILROY","GILROY","95020","3","2.0","1200","2017","N","",""
"http://www.redfin.com/CA/San-Jose/3366-Napoli-Pl-95135/home/645679","N","850000","179","10","0.4","Tom Matsumoto Elementary School","24.1","25","14","Townhouse","SAN JOSE","SAN JOSE","95135","2","2.5","1482","2004","N","August-26-2017 01:00 PM","August-26-2017 05:00 PM"
"http://www.redfin.com/CA/San-Jose/2126-Rio-Barranca-Ct-95116/home/1099823","N","479900","235","4","0.8","San Antonio Elementary School","13.3","15","14","Condo/Co-op","SAN JOSE","SAN JOSE","95116","3","1.5","1180","1971","N","",""
"http://www.redfin.com/CA/San-Jose/4990-Narvaez-Ave-95136/home/1346935","N","820000","","8","0.3","Rachel Carson Elementary School","19.5","17","14","Single Family Residential","SAN JOSE","SAN JOSE","95136","4","2.0","1490","1976","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/237-Rayos-Del-Sol-Dr-95116/home/12180662","N","739000","108","3","0.5","McKinley Elementary School","13.3","14","14","Single Family Residential","SAN JOSE","SAN JOSE","95116","3","2.5","2041","2006","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/1375-Lick-Ave-95110/unit-1121/home/17288941","N","849950","458","9","0.6","Hammer Montessori At Galarza Elementary School","14.2","14","14","Condo/Co-op","SAN JOSE","SAN JOSE","95110","2","2.0","1233","2009","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Morgan-Hill/155-Del-Monte-Ln-95037/home/1014980","N","555000","410","3","0.5","P. A. Walsh Elementary School","45.0","32","14","Condo/Co-op","MORGAN HILL","MORGAN HILL","95037","2","2.0","1365","1986","N","",""
"http://www.redfin.com/CA/San-Jose/1413-Meadow-Glen-Way-95121/home/1618885","N","847000","","6","0.1","Dove Hill Elementary School","20.7","17","14","Single Family Residential","SAN JOSE","SAN JOSE","95121","5","3.0","1936","1974","N","",""
"http://www.redfin.com/CA/San-Jose/4085-Ambler-Way-95111/home/896790","N","699999","","8","0.2","G. W. Hellyer Elementary School","21.4","18","14","Single Family Residential","SAN JOSE","SAN JOSE","95111","3","2.0","1243","1972","N","",""
"http://www.redfin.com/CA/San-Jose/1760-Loyola-Dr-95122/home/1109493","N","570000","","4","0.4","A. J. Dorsa Elementary School","15.6","16","15","Single Family Residential","SAN JOSE","SAN JOSE","95122","3","2.0","1040","1959","N","",""
"http://www.redfin.com/CA/San-Jose/7216-Via-Amparo-95135/home/865351","Y","524000","694","7","1.9","Laurelwood Elementary School","26.4","25","15","Condo/Co-op","SAN JOSE","SAN JOSE","95135","2","2.0","1386","1980","N","",""
"http://www.redfin.com/CA/San-Jose/487-Menker-Ave-95128/home/549519","N","749950","","5","0.7","Merritt Trace Elementary School","16.6","14","15","Single Family Residential","SAN JOSE","SAN JOSE","95128","3","1.0","1288","1925","N","",""
"http://www.redfin.com/CA/San-Jose/3819-Masters-Ct-95111/home/1296985","N","805000","","8","0.3","G. W. Hellyer Elementary School","21.6","19","15","Single Family Residential","SAN JOSE","SAN JOSE","95111","4","3.0","1890","1980","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/665-S-10th-St-95112/home/874560","N","799000","","3","0.2","Lowell Elementary School","13.9","12","16","Single Family Residential","SAN JOSE","SAN JOSE","95112","3","2.0","1294","1900","N","",""
"http://www.redfin.com/CA/San-Jose/892-La-Barbera-Dr-95126/home/730676","N","599800","290","4","0.7","Blackford Elementary School","15.0","13","16","Condo/Co-op","SAN JOSE","SAN JOSE","95126","2","2.0","987","1985","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/495-Latona-Ct-95111/home/975526","N","898800","","9","2.4","Santa Teresa Elementary School","26.1","20","16","Single Family Residential","SAN JOSE","SAN JOSE","95111","4","2.5","2000","1980","N","",""
"http://www.redfin.com/CA/Milpitas/1501-Bond-St-95035/home/95955175","N","799000","222","8","2.0","Alexander Rose Elementary School","9.9","16","16","Condo/Co-op","MILPITAS","MILPITAS","95035","2","2.5","1300","2014","N","",""
"http://www.redfin.com/CA/San-Jose/1032-Branham-Ln-95136/home/1338824","N","849000","","6","0.5","Terrell Elementary School","20.7","19","16","Single Family Residential","SAN JOSE","SAN JOSE","95136","4","2.0","1705","1965","N","",""
"http://www.redfin.com/CA/Gilroy/Mataro-at-Glen-Loma-Ranch/Residence-1/home/143068518","N","898880","","7","0.1","Las Animas Elementary School","65.5","42","","Single Family Residential","Gilroy","Mataro at Glen Loma Ranch","95020","4","3.5","3294","","N","",""
"http://www.redfin.com/CA/Milpitas/1225-Mente-Linda-Loop-95035/home/17291685","N","815000","230","8","1.1","Pearl Zanker Elementary School","14.5","16","17","Townhouse","MILPITAS","MILPITAS","95035","2","2.0","1371","2007","N","",""
"http://www.redfin.com/CA/MORGAN-HILL/95-PASEO-MADRE-CT-95037/home/143043974","N","875000","","","","","45.2","32","17","Single Family Residential","MORGAN HILL","MORGAN HILL","95037","4","3.0","2222","2017","N","August-26-2017 01:30 PM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/San-Jose/109-Decker-Way-95127/home/1298580","N","675000","","5","0.3","Linda Vista Elementary School","19.0","19","17","Single Family Residential","SAN JOSE","SAN JOSE","95127","3","1.0","1235","1953","N","",""
"http://www.redfin.com/CA/San-Jose/1051-Villa-Maria-Ct-95125/home/844451","N","779888","500","8","0.8","Willow Glen Elementary School","14.3","13","17","Townhouse","SAN JOSE","SAN JOSE","95125","2","2.5","1353","1982","N","August-26-2017 01:30 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Gilroy/9534-Rodeo-Dr-95020/home/52671818","N","779950","","8","0.5","Luigi Aprea Elementary School","59.0","39","18","Single Family Residential","GILROY","GILROY","95020","3","2.0","2221","2012","N","",""
"http://www.redfin.com/CA/Campbell/2785-S-Bascom-Ave-95008/unit-28/home/1741101","N","685000","360","8","0.8","Farnham Charter School","13.5","20","18","Condo/Co-op","CAMPBELL","CAMPBELL","95008","3","2.5","1262","1984","N","",""
"http://www.redfin.com/CA/MORGAN-HILL/17987-Madrid-Ln-95037/home/143149295","N","667187","293","","","","45.2","32","18","Townhouse","MORGAN HILL","MORGAN HILL","95037","3","3.0","1817","2017","N","",""
"http://www.redfin.com/CA/San-Jose/6946-Gregorich-Dr-95138/unit-B/home/1361834","N","610000","305","7","0.6","Los Paseos Elementary School","28.8","22","18","Condo/Co-op","San Jose","Santa Clara County","95138","2","2.5","1093","1992","N","",""
"http://www.redfin.com/CA/Gilroy/9098-Spencer-Ct-95020/home/1021514","N","709900","","5","0.5","Antonio Del Buono Elementary School","59.5","40","19","Single Family Residential","GILROY","GILROY","95020","4","2.5","1735","1994","N","",""
"http://www.redfin.com/CA/San-Jose/1152-Pipe-Dream-Ct-95122/home/1646992","N","649000","","4","0.3","Santee Elementary School","15.1","14","19","Single Family Residential","SAN JOSE","SAN JOSE","95122","3","2.5","1316","1994","N","",""
"http://www.redfin.com/CA/Morgan-Hill/131-La-Crosse-Dr-95037/home/706222","N","499950","375","9","0.3","Paradise Valley/machado Elementary School","48.4","34","21","Condo/Co-op","MORGAN HILL","MORGAN HILL","95037","2","2.0","1008","1984","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/6536-Cobblestone-Ct-95120/home/931917","N","789000","360","10","0.9","Williams Elementary School","26.6","24","21","Townhouse","SAN JOSE","SAN JOSE","95120","2","2.0","1124","1973","Y","",""
"http://www.redfin.com/CA/San-Jose/657-N-Capitol-Ave-95133/home/2123564","N","739000","177","7","1.0","Summerdale Elementary School","18.7","17","22","Townhouse","SAN JOSE","SAN JOSE","95133","2","2.5","1504","2005","N","",""
"http://www.redfin.com/CA/San-Jose/5379-Deodara-Grove-Ct-95123/home/1444161","N","558500","335","3","0.5","Miner (george) Elementary School","24.6","21","22","Townhouse","SAN JOSE","SAN JOSE","95123","3","1.5","1156","1970","N","",""
"http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Biltmore/home/143081476","N","873990","","7","2.7","Las Animas Elementary School","62.6","43","","Single Family Residential","Gilroy","Heartland Gardens","95020","4","3.5","2541","","N","",""
"http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Bishop/home/143081475","N","750990","","7","2.7","Las Animas Elementary School","62.6","43","","Single Family Residential","Gilroy","Heartland Gardens","95020","3","2.5","2272","","N","",""
"http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Carpenter/home/143081473","N","794990","","7","2.7","Las Animas Elementary School","62.6","43","","Single Family Residential","Gilroy","Heartland Gardens","95020","4","3.0","2507","","N","",""
"http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Paine/home/143081471","N","883990","","7","2.7","Las Animas Elementary School","62.6","43","","Single Family Residential","Gilroy","Heartland Gardens","95020","4","3.5","2648","","N","",""
"http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Reynolds/home/143081470","N","764990","","7","2.7","Las Animas Elementary School","62.6","43","","Single Family Residential","Gilroy","Heartland Gardens","95020","4","3.0","2382","","N","",""
"http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Wayne/home/143081469","N","725990","","7","2.7","Las Animas Elementary School","62.6","43","","Single Family Residential","Gilroy","Heartland Gardens","95020","3","2.5","2008","","N","",""
"http://www.redfin.com/CA/Gilroy/Mataro-at-Glen-Loma-Ranch/Residence-2/home/143068519","N","892880","","7","0.1","Las Animas Elementary School","65.5","42","","Single Family Residential","Gilroy","Mataro at Glen Loma Ranch","95020","4","4.5","3539","","N","",""
"http://www.redfin.com/CA/San-Jose/6089-Calle-De-Amor-95124/home/1582937","N","799950","400","10","0.5","Guadalupe Elementary School","27.4","23","23","Townhouse","SAN JOSE","SAN JOSE","95124","2","2.5","1490","1977","Y","",""
"http://www.redfin.com/CA/Gilroy/7010-Holsclaw-Rd-95020/unit-A/home/686530","N","785000","","6","4.1","Rucker Elementary School","63.8","40","23","Single Family Residential","GILROY","GILROY","95020","4","2.0","1806","1962","N","",""
"http://www.redfin.com/CA/Morgan-Hill/17590-Depot-St-95037/unit-306/home/143063755","N","799000","462","5","0.3","El Toro Elementary School","45.0","32","24","Condo/Co-op","Morgan Hill","Morgan Hill","95037","3","2.0","2099","2017","N","",""
"http://www.redfin.com/CA/San-Jose/8455-Traminer-Ct-95135/home/1795261","Y","629999","780","10","0.4","Silver Oak Elementary School","27.4","27","25","Condo/Co-op","SAN JOSE","SAN JOSE","95135","2","2.0","1497","1978","N","",""
"http://www.redfin.com/CA/San-Jose/541-Groth-Pl-95111/home/1496411","N","530000","291","5","0.4","Los Arboles Elementary School","21.2","19","25","Condo/Co-op","SAN JOSE","SAN JOSE","95111","4","2.5","1392","1982","N","",""
"http://www.redfin.com/CA/San-Jose/2581-Yerba-Bank-Ct-95121/home/1865132","N","750000","275","7","0.2","Laurelwood Elementary School","23.5","20","28","Townhouse","SAN JOSE","SAN JOSE","95121","3","2.0","1216","1988","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/5248-Cribari-Hills-95135/home/1497851","Y","465000","569","7","1.4","Laurelwood Elementary School","26.3","25","29","Condo/Co-op","SAN JOSE","SAN JOSE","95135","2","1.0","947","1971","N","",""
"http://www.redfin.com/CA/San-Jose/1543-Desdemona-Ct-95121/home/1688725","N","462500","347","5","0.2","O. B. Whaley Elementary School","17.9","18","29","Townhouse","SAN JOSE","SAN JOSE","95121","3","1.5","1176","1972","N","",""
"http://www.redfin.com/CA/Gilroy/7711-Isabella-Way-95020/home/910826","Y","515000","235","7","1.8","Las Animas Elementary School","61.6","43","29","Single Family Residential","GILROY","GILROY","95020","3","2.0","1293","2003","N","",""
"http://www.redfin.com/CA/San-Jose/1614-Orlando-Dr-95122/home/1807351","N","665001","","3","0.5","Donald J. Meyer Elementary School","15.6","16","29","Single Family Residential","SAN JOSE","SAN JOSE","95122","3","2.0","1100","1959","N","",""
"http://www.redfin.com/CA/Gilroy/Harvest-Park/The-Capay/home/143014064","N","702990","","5","0.4","Antonio Del Buono Elementary School","57.3","36","","Single Family Residential","Gilroy","Harvest Park","95020","3","2.5","2133","","N","",""
"http://www.redfin.com/CA/Gilroy/Harvest-Park/The-Esparto/home/143014063","N","763990","","5","0.4","Antonio Del Buono Elementary School","57.3","36","","Single Family Residential","Gilroy","Harvest Park","95020","4","3.0","2525","","N","",""
"http://www.redfin.com/CA/Gilroy/Harvest-Park/The-Winters/home/143014062","N","702990","","5","0.4","Antonio Del Buono Elementary School","57.3","36","","Single Family Residential","Gilroy","Harvest Park","95020","4","2.5","2155","","N","",""
"http://www.redfin.com/CA/Gilroy/Harvest-Park/The-Yreka/home/143014061","N","733990","","5","0.4","Antonio Del Buono Elementary School","57.3","36","","Single Family Residential","Gilroy","Harvest Park","95020","3","2.5","2325","","N","",""
"http://www.redfin.com/CA/Morgan-Hill/Solera-Ranch/Plan-6-Townhome/home/108902271","N","789990","","3","0.8","P. A. Walsh Elementary School","44.8","32","","Single Family Residential","Morgan Hill","Solera Ranch","95037","3","2.5","2094","","N","",""
"http://www.redfin.com/CA/San-Jose/425-Bonita-Ave-95116/home/1067772","N","699000","","3","0.4","McKinley Elementary School","13.3","14","30","Single Family Residential","SAN JOSE","SAN JOSE","95116","3","2.0","1186","1915","N","",""
"http://www.redfin.com/CA/Los-Gatos/17751-Cherokee-Trl-95033/home/1598259","N","899000","130","10","3.3","Loma Prieta Elementary School","35.4","27","31","Single Family Residential","LOS GATOS","LOS GATOS","95033","3","2.0","1344","1926","N","August-26-2017 02:00 PM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/Gilroy/9501-Hummingbird-Ln-95020/home/52520842","N","834900","50","5","0.2","Antonio Del Buono Elementary School","58.8","39","31","Single Family Residential","GILROY","GILROY","95020","5","3.5","2768","2013","N","",""
"http://www.redfin.com/CA/San-Jose/1237-Panoche-Ave-95122/home/1230001","N","739000","","4","0.3","Santee Elementary School","15.0","13","31","Single Family Residential","SAN JOSE","SAN JOSE","95122","4","2.5","1548","1997","N","",""
"http://www.redfin.com/CA/San-Jose/Apex-at-Berryessa-Crossing/Plan-1/home/142995382","N","746087","","8","0.8","Vinci Park Elementary School","11.1","13","","Single Family Residential","San Jose","Apex at Berryessa Crossing","95133","2","2.0","1171","","N","",""
"http://www.redfin.com/CA/San-Jose/Apex-at-Berryessa-Crossing/Plan-2/home/142995381","N","786827","","8","0.8","Vinci Park Elementary School","11.1","13","","Single Family Residential","San Jose","Apex at Berryessa Crossing","95133","2","2.0","1371","","N","",""
"http://www.redfin.com/CA/San-Jose/649-Illinois-Ave-95125/home/1275235","N","889950","","2","0.1","Gardner Elementary School","12.8","14","32","Single Family Residential","SAN JOSE","SAN JOSE","95125","4","2.0","1638","1954","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/3057-Vineyard-Park-Pl-95148/unit-2/home/142991254","N","877052","378","9","0.5","Norwood Creek Elementary School","22.0","20","33","Condo/Co-op","SAN JOSE","SAN JOSE","95136","2","2.0","1905","2017","N","",""
"http://www.redfin.com/CA/Los-Gatos/30000-Loma-Chiquita-Rd-95033/home/1496875","N","830000","","10","7.8","Loma Prieta Elementary School","58.1","1","35","Single Family Residential","LOS GATOS","LOS GATOS","95033","3","2.0","1536","2000","N","",""
"http://www.redfin.com/CA/San-Jose/2607-Lombard-Ave-95116/home/1121797","N","799000","","4","0.6","Lyndale Elementary School","17.0","15","35","Single Family Residential","SAN JOSE","SAN JOSE","95116","7","4.0","1746","1960","N","",""
"http://www.redfin.com/CA/Morgan-Hill/17590-Depot-St-95037/unit-305/home/142968717","N","809000","462","5","0.3","El Toro Elementary School","45.0","32","35","Condo/Co-op","Morgan Hill","Downtown","95037","3","2.0","2097","2017","N","",""
"http://www.redfin.com/CA/Gilroy/2370-Dryden-Ave-95020/home/1029039","N","799888","","6","2.9","Rucker Elementary School","60.2","39","35","Single Family Residential","GILROY","GILROY","95020","3","2.0","1470","1972","N","",""
"http://www.redfin.com/CA/Saratoga/19305-Vineyard-Ln-95070/home/955625","N","728888","500","10","1.6","Country Lane Elementary School","25.8","20","35","Condo/Co-op","SARATOGA","SARATOGA","95070","2","1.0","948","1971","N","",""
"http://www.redfin.com/CA/San-Jose/2104-Shortridge-Ave-95116/unit-A/home/1099720","N","748000","","4","0.4","San Antonio Elementary School","13.4","14","35","Single Family Residential","SAN JOSE","SAN JOSE","95116","3","2.0","1035","2017","N","August-27-2017 01:30 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Morgan-Hill/17030-Saint-Anne-Ln-95037/home/52672271","N","710000","120","5","0.6","El Toro Elementary School","46.4","32","36","Townhouse","MORGAN HILL","MORGAN HILL","95037","4","3.5","2122","2013","N","",""
"http://www.redfin.com/CA/San-Jose/38-N-Almaden-Blvd-95110/unit-1103/home/17291010","N","650000","500","3","0.7","Horace Mann Elementary School","10.7","11","37","Condo/Co-op","SAN JOSE","SAN JOSE","95110","1","1.0","868","2008","N","",""
"http://www.redfin.com/CA/Cupertino/20675-Celeste-Cir-95014/unit-20675/home/142948316","N","798800","309","8","0.8","Chester W. Nimitz Elementary School","16.1","19","37","Condo/Co-op","CUPERTINO","CUPERTINO","95014","1","1.0","871","1984","N","",""
"http://www.redfin.com/CA/San-Jose/38-N-Almaden-Blvd-95110/unit-1508/home/17291314","N","649000","436","3","0.7","Horace Mann Elementary School","10.7","11","37","Condo/Co-op","SAN JOSE","SAN JOSE","95110","1","1.0","791","2008","N","",""
"http://www.redfin.com/CA/Morgan-Hill/17590-Depot-St-95037/unit-206/home/142945361","N","629000","408","5","0.3","El Toro Elementary School","45.0","32","37","Condo/Co-op","Morgan Hill","Downtown","95037","2","2.0","1313","2017","N","",""
"http://www.redfin.com/CA/San-Jose/2296-Ruby-Ave-95148/home/1745087","N","799000","","6","1.0","Mt. Pleasant High School","21.9","22","38","Single Family Residential","SAN JOSE","SAN JOSE","95148","4","2.0","1825","1967","N","",""
"http://www.redfin.com/CA/Santa-Clara/1033-Alta-Mira-Dr-95051/unit-A/home/736272","N","665000","420","6","0.4","Pomeroy Elementary School","5.4","10","39","Condo/Co-op","SANTA CLARA","SANTA CLARA","95051","2","2.0","1067","1971","N","",""
"http://www.redfin.com/CA/San-Jose/729-Gier-Ct-95111/home/948930","N","900000","","7","0.4","Stonegate Elementary School","18.7","18","41","Single Family Residential","SAN JOSE","SAN JOSE","95111","3","2.0","1257","1977","N","",""
"http://www.redfin.com/CA/San-Jose/1768-Parkview-Green-Cir-95131/home/687984","N","575000","316","7","1.3","Brooktree Elementary School","12.3","15","42","Condo/Co-op","SAN JOSE","SAN JOSE","95131","1","1.0","719","1988","N","August-27-2017 01:30 PM","August-27-2017 04:30 PM"
"http://www.redfin.com/CA/San-Jose/1562-Fitchville-Ave-95126/home/1765244","N","799000","360","4","0.3","Blackford Elementary School","15.7","16","42","Condo/Co-op","SAN JOSE","SAN JOSE","95126","3","2.5","1470","1977","N","",""
"http://www.redfin.com/CA/San-Jose/2589-Leigh-Ave-95124/home/1260329","N","899000","","8","0.3","Fammatre Elementary School","18.9","20","42","Single Family Residential","SAN JOSE","SAN JOSE","95124","3","2.0","1100","1958","N","",""
"http://www.redfin.com/CA/San-Jose/3735-Marchant-Dr-95127/home/948775","N","795000","","6","1.5","Mt. Pleasant High School","20.2","21","42","Single Family Residential","SAN JOSE","SAN JOSE","95127","3","2.0","1109","1971","N","",""
"http://www.redfin.com/CA/San-Jose/1575-Sawgrass-Dr-95116/home/1195538","N","780000","74","3","0.5","Cesar Chavez Elementary School","13.9","16","43","Single Family Residential","SAN JOSE","SAN JOSE","95116","4","2.5","1786","1998","N","",""
"http://www.redfin.com/CA/Gilroy/222-Martin-St-95020/home/1845712","N","899888","","4","0.3","Eliot Elementary School","60.4","40","44","Single Family Residential","GILROY","GILROY","95020","5","2.0","3176","1900","N","",""
"http://www.redfin.com/CA/San-Jose/604-Hermes-Ct-95111/home/874827","N","599900","200","7","0.5","Stonegate Elementary School","18.9","19","44","Townhouse","SAN JOSE","SAN JOSE","95111","3","2.5","1496","1989","N","",""
"http://www.redfin.com/CA/Morgan-Hill/2730-Hay-Loft-Way-95037/home/1115896","N","799888","","8","0.1","Jackson Academy of Music And Math (jamm)","47.2","32","44","Single Family Residential","Morgan Hill","Morgan Hill","95037","3","2.0","1736","1976","N","",""
"http://www.redfin.com/CA/San-Jose/39-Scharff-Ave-95116/home/1502502","N","650000","","4","0.6","San Antonio Elementary School","16.2","14","45","Single Family Residential","SAN JOSE","SAN JOSE","95116","3","2.0","857","1920","N","",""
"http://www.redfin.com/CA/San-Jose/6906-Chantel-Ct-95129/home/792838","N","575000","310","10","0.6","Blue Hills Elementary School","22.3","18","45","Condo/Co-op","SAN JOSE","SAN JOSE","95129","1","1.0","582","1987","Y","",""
"http://www.redfin.com/CA/San-Jose/1953-Supreme-Dr-95148/home/895547","N","740000","","4","0.8","Thomas P. Ryan Elementary School","19.3","18","47","Single Family Residential","SAN JOSE","SAN JOSE","95148","3","2.0","1189","1977","N","",""
"http://www.redfin.com/CA/Morgan-Hill/14955-Sword-Dancer-Ct-95037/home/1162243","N","829900","","4","1.8","San Martin/gwinn Elementary School","49.8","34","49","Single Family Residential","MORGAN HILL","MORGAN HILL","95037","3","2.5","2145","1977","N","",""
"http://www.redfin.com/CA/San-Jose/38-N-Almaden-Blvd-95110/unit-1803/home/17291297","N","674000","500","3","0.7","Horace Mann Elementary School","10.7","11","49","Condo/Co-op","SAN JOSE","SAN JOSE","95110","1","1.0","868","2008","N","August-26-2017 02:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Jose/1359-Phelps-Ave-95117/unit-11/home/754952","N","484000","287","9","0.4","George C. Payne Elementary School","8.6","13","50","Condo/Co-op","SAN JOSE","SAN JOSE","95117","2","1.0","840","1963","Y","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Morgan-Hill/Uvas-Rd-95037/home/17293289","N","750000","","9","3.9","Paradise Valley/machado Elementary School","53.3","41","56","Single Family Residential","MORGAN HILL","MORGAN HILL","95037","3","1.5","2000","1920","N","",""
"http://www.redfin.com/CA/San-Jose/8113-Cabernet-Ct-95135/home/962353","Y","675000","938","10","0.8","Silver Oak Elementary School","26.8","25","56","Condo/Co-op","SAN JOSE","SAN JOSE","95135","2","3.0","1554","1974","N","",""
"http://www.redfin.com/CA/San-Jose/276-Turquesa-Ct-95116/home/1058982","N","765000","","4","0.7","San Antonio Elementary School","12.7","15","57","Single Family Residential","SAN JOSE","SAN JOSE","95116","3","2.0","1005","1980","N","",""
