"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE"
"MLS Listing","","Single Family Residential","4828 Libra Ct","Livermore","CA","94551","834950","5","2.5","Springtown","2076","9312","1984","1","402","","Active","August-31-2017 10:00 AM","August-31-2017 01:00 PM","http://www.redfin.com/CA/Livermore/4828-Libra-Ct-94551/home/909761","EBRD/CCAR/Bay East","40794977","N","Y","37.7181995","-121.7399618"
"MLS Listing","","Single Family Residential","31305 San Andreas Dr","Union City","CA","94587","899999","4","2.0","Union City","1762","5500","1969","1","511","","Active","","","http://www.redfin.com/CA/Union-City/31305-San-Andreas-Dr-94587/home/1894650","CRISNet","SR17196910","N","Y","37.5964445","-122.062204"
"MLS Listing","","Condo/Co-op","1980 Barrymore Cmn Unit O","Fremont","CA","94538","469998","2","1.0","Fremont Area","882","","1981","1","533","382","Active","September-2-2017 01:00 PM","September-2-2017 04:00 PM","http://www.redfin.com/CA/Fremont/1980-Barrymore-Cmn-94538/unit-O/home/1078439","EBRD/CCAR/Bay East","40794963","N","Y","37.5538807","-121.9705934"
"MLS Listing","","Single Family Residential","468 Linnell Ave","San Leandro","CA","94578","485000","3","1.0","Bradrick","1014","5040","1952","1","478","","Active","September-2-2017 01:00 PM","September-2-2017 04:00 PM","http://www.redfin.com/CA/San-Leandro/468-Linnell-Ave-94578/home/1891450","EBRD/CCAR/Bay East","40794958","N","Y","37.6956599","-122.134875"
"MLS Listing","","Single Family Residential","19069 Gliddon St","Castro Valley","CA","94546","800000","3","2.0","Castro Valley","1504","5500","1953","1","532","","Active","","","http://www.redfin.com/CA/Castro-Valley/19069-Gliddon-St-94546/home/1300918","EBRD/CCAR/Bay East","40794956","N","Y","37.7052829","-122.0591298"
"MLS Listing","","Single Family Residential","1760 Burkhart Ave","San Leandro","CA","94579","619950","3","2.0","San Leandro","1504","5130","1957","1","412","","Active","","","http://www.redfin.com/CA/San-Leandro/1760-Burkhart-Ave-94579/home/1955803","EBRD/CCAR/Bay East","40794947","N","Y","37.6841955","-122.1572378"
"MLS Listing","","Townhouse","5400 Mountain Blvd #310","OAKLAND","CA","94619","489000","2","1.5","OAKLAND","936","34977","1981","1","522","366","Active","","","http://www.redfin.com/CA/Oakland/5400-Mountain-Blvd-94619/unit-310/home/563047","MLSListings","ML81675677","N","Y","37.785065","-122.177559"
"MLS Listing","","Condo/Co-op","4014 Windsor Way","Dublin","CA","94568","800000","3","3.5","Dublin","1962","","2017","1","408","342","Active","","","http://www.redfin.com/CA/Dublin/4014-Windsor-Way-94568/home/143473254","EBRD/CCAR/Bay East","40794933","N","Y","37.7355126","-121.8734459"
"MLS Listing","","Single Family Residential","2327 Gem Ave","UNION CITY","CA","94587","799999","3","2.0","UNION CITY","1298","6000","1965","2","616","","Active","","","http://www.redfin.com/CA/Union-City/2327-Gem-Ave-94587/home/1781373","MLSListings","ML81675659","N","Y","37.5814418","-122.0179758"
"MLS Listing","","Single Family Residential","5350 Princeton","Oakland","CA","94601","469000","2","1.0","Melrose","1441","4800","1916","2","325","","Active","","","http://www.redfin.com/CA/Oakland/5350-Princeton-St-94601/home/2017479","EBRD/CCAR/Bay East","40794914","N","Y","37.7711168","-122.201805"
"MLS Listing","","Single Family Residential","136 Teddy Dr","Union City","CA","94587","649988","3","1.5","Union City","1056","5824","1958","2","616","","Active","","","http://www.redfin.com/CA/Union-City/136-Teddy-Dr-94587/home/848572","EBRD/CCAR/Bay East","40794912","N","Y","37.6088829","-122.0302874"
"MLS Listing","","Single Family Residential","2255 E 25Th St","Oakland","CA","94606","498000","3","1.0","Fruitvale Area","1374","3600","1907","2","362","","Active","","","http://www.redfin.com/CA/Oakland/2255-E-25th-St-94606/home/1329232","EBRD/CCAR/Bay East","40794911","N","Y","37.7915845","-122.2291545"
"MLS Listing","","Single Family Residential","832 57Th St","Oakland","CA","94608","899000","2","1.5","Santa Fe","1479","4000","1910","2","608","","Active","","","http://www.redfin.com/CA/Oakland/832-57th-St-94608/home/530186","EBRD/CCAR/Bay East","40794901","N","Y","37.8420915","-122.2715099"
"MLS Listing","","Single Family Residential","1629 8th St","Oakland","CA","94607","535000","2","1.5","West Oak","1638","4600","1920","2","327","","Active","","","http://www.redfin.com/CA/Oakland/1629-8th-St-94607/home/143444501","EBRD/CCAR/Bay East","40794896","N","Y","37.8069585","-122.2983635"
"MLS Listing","","Single Family Residential","1633 8th St","Oakland","CA","94607","725000","4","2.0","Oakland","1467","2498","1904","2","494","","Active","","","http://www.redfin.com/CA/Oakland/1633-8th-St-94607/home/1956405","EBRD/CCAR/Bay East","40794893","N","Y","37.8070481","-122.2985637"
"MLS Listing","","Single Family Residential","724 Campbell St","Oakland","CA","94607","850000","3","2.0","West Oak","2114","6295","1895","2","402","","Active","","","http://www.redfin.com/CA/Oakland/724-Campbell-St-94607/home/1687492","EBRD/CCAR/Bay East","40794892","N","Y","37.806758","-122.298809"
"MLS Listing","","Single Family Residential","986 Helen Ave","San Leandro","CA","94577","629000","3","1.0","San Leandro","1643","6400","1928","2","383","","Active","September-3-2017 01:00 PM","September-3-2017 04:00 PM","http://www.redfin.com/CA/San-Leandro/986-Helen-Ave-94577/home/757684","EBRD/CCAR/Bay East","40794891","N","Y","37.7377199","-122.1457052"
"MLS Listing","","Single Family Residential","36383 Cherry St","Newark","CA","94560","795888","5","2.0","Lido Faire","1532","6832","1960","2","520","","Active","September-3-2017 01:00 PM","September-3-2017 05:00 PM","http://www.redfin.com/CA/Newark/36383-Cherry-St-94560/home/1176075","EBRD/CCAR/Bay East","40794887","N","Y","37.5370362","-122.0414132"
"MLS Listing","","Single Family Residential","2818 25th Ave","Oakland","CA","94601","639000","3","2.5","Upper Fruitvale","1143","4066","1906","2","559","","Active","","","http://www.redfin.com/CA/Oakland/2818-25th-Ave-94601/home/538956","EBRD/CCAR/Bay East","40794886","N","Y","37.7946233","-122.2227504"
"MLS Listing","","Single Family Residential","41186 Roberts Ave","Fremont","CA","94538","899950","3","1.0","Irvington","1244","13200","1932","2","723","","Active","","","http://www.redfin.com/CA/Fremont/41186-Roberts-Ave-94538/home/1769227","EBRD/CCAR/Bay East","40794880","N","Y","37.5317431","-121.9561266"
"MLS Listing","","Single Family Residential","3081 Capp St","Oakland","CA","94602","649000","3","2.0","Diamond District","1234","4120","1906","2","526","","Active","","","http://www.redfin.com/CA/Oakland/3081-Capp-St-94602/home/539036","EBRD/CCAR/Bay East","40794879","N","Y","37.7951292","-122.2154961"
"MLS Listing","","Single Family Residential","4835 Dunkirk Ave","Oakland","CA","94605","699000","4","2.5","Grass Valley","2000","6000","1956","2","350","","Active","","","http://www.redfin.com/CA/Oakland/4835-Dunkirk-Ave-94605/home/1357274","EBRD/CCAR/Bay East","40794876","N","Y","37.7538976","-122.1234394"
"MLS Listing","","Single Family Residential","4177 Redding St","Oakland","CA","94619","588888","2","1.0","Oakland","965","2520","1926","2","610","","Active","","","http://www.redfin.com/CA/Oakland/4177-Redding-St-94619/home/1680878","San Francisco MLS","461818","N","Y","37.78804","-122.1971121"
"MLS Listing","","Single Family Residential","36341 S Concord","Newark","CA","94560","825000","3","2.0","Newark","1700","6180","1960","2","485","","Active","","","http://www.redfin.com/CA/Newark/36341-Concord-St-94560/home/856845","EBRD/CCAR/Bay East","40794867","N","Y","37.5370492","-122.0428354"
"MLS Listing","","Single Family Residential","21457 Rizzo Ave","Castro Valley","CA","94546","530000","2","1.0","Baywood","1050","6840","1942","2","505","","Active","","","http://www.redfin.com/CA/Castro-Valley/21457-Rizzo-Ave-94546/home/2003540","EBRD/CCAR/Bay East","40794860","N","Y","37.6880929","-122.0807279"
"MLS Listing","","Single Family Residential","835 Kenyon Ave","San Leandro","CA","94577","639000","3","2.0","Assumption Parsh","1518","5820","1948","2","421","","Active","","","http://www.redfin.com/CA/San-Leandro/835-Kenyon-Ave-94577/home/555811","EBRD/CCAR/Bay East","40794858","N","Y","37.7214944","-122.1398402"
"MLS Listing","","Single Family Residential","2919 Encinal Ave","Alameda","CA","94501","849900","3","1.5","Alameda","1480","4752","1882","3","574","","Active","","","http://www.redfin.com/CA/Alameda/2919-Encinal-Ave-94501/home/1621729","EBRD/CCAR/Bay East","40794853","N","Y","37.7575898","-122.2356727"
"MLS Listing","","Condo/Co-op","13475 Aurora Dr","San Leandro","CA","94577-4032","513950","3","2.5","Marina Faire","1694","","1982","3","303","350","Active","","","http://www.redfin.com/CA/San-Leandro/13475-Aurora-Dr-94577/unit-3/home/1568362","EBRD/CCAR/Bay East","40794852","N","Y","37.699258","-122.183872"
"MLS Listing","","Single Family Residential","26909 Patrick Ave","Hayward","CA","94544","590000","4","2.0","Shaefer Park","1492","5060","1960","3","395","","Active","September-2-2017 12:00 PM","September-2-2017 05:00 PM","http://www.redfin.com/CA/Hayward/26909-Patrick-Ave-94544/home/857710","EBRD/CCAR/Bay East","40794849","N","Y","37.6384257","-122.0799716"
"MLS Listing","","Single Family Residential","984 POST St","Alameda","CA","94501","895000","3","2.0","Alameda","1460","4000","1949","3","613","","Active","","","http://www.redfin.com/CA/Alameda/984-Post-St-94501/home/1167205","EBRD/CCAR/Bay East","40794845","N","Y","37.7519539","-122.2371452"
